data_size,Accuracy_Score,ntree,Info_Ratio,run_time,train_date_st,test_date_st
500,1.584,150,0.4905500560246549,0 days 00:00:15.230111000,2002-10-18 04:00:00,2006-09-18 01:00:00
500,2.328,150,-0.21704338274528265,0 days 00:00:15.238800000,2002-10-18 04:00:00,2006-10-16 21:00:00
500,2.176,150,-0.6424496713408552,0 days 00:00:15.989455000,2002-10-18 04:00:00,2006-11-14 17:00:00
500,2.128,150,-0.6839923882521959,0 days 00:00:16.693820000,2002-10-18 04:00:00,2006-12-13 13:00:00
500,2.608,150,-1.3178888596210065,0 days 00:00:16.834257000,2002-10-18 04:00:00,2007-01-11 09:00:00
500,2.304,150,-0.7453244595140388,0 days 00:00:17.566237000,2002-10-18 04:00:00,2007-02-09 05:00:00
500,1.744,150,0.30848522761325053,0 days 00:00:18.069817000,2002-10-18 04:00:00,2007-03-12 01:00:00
500,2.368,150,-0.844196003166291,0 days 00:00:18.748049000,2002-10-18 04:00:00,2007-04-09 21:00:00
500,2.048,150,-0.20740368067121878,0 days 00:00:19.226853000,2002-10-18 04:00:00,2007-05-08 17:00:00
500,2.024,150,-0.05186137522416503,0 days 00:00:19.738049000,2002-10-18 04:00:00,2007-06-06 13:00:00
500,2.296,150,-0.8762926227950659,0 days 00:00:20.312410000,2002-10-18 04:00:00,2007-07-05 09:00:00
500,1.928,150,0.4649870264359237,0 days 00:00:21.141697000,2002-10-18 04:00:00,2007-08-03 05:00:00
500,1.296,150,1.615792297513778,0 days 00:00:21.861722000,2002-10-18 04:00:00,2007-09-03 01:00:00
500,1.848,150,0.417137106196471,0 days 00:00:21.887391000,2002-10-18 04:00:00,2007-10-01 21:00:00
500,2.168,150,-0.098458282146108,0 days 00:00:21.843059000,2002-10-18 04:00:00,2007-10-30 17:00:00
500,2.872,150,-1.6613048545936568,0 days 00:00:21.834665000,2002-10-18 04:00:00,2007-11-28 13:00:00
500,1.896,150,0.32220279881338204,0 days 00:00:22.347473000,2002-10-18 04:00:00,2007-12-27 09:00:00
500,1.92,150,-0.42632510140129254,0 days 00:00:23.610703000,2002-10-18 04:00:00,2008-01-25 05:00:00
500,2.016,150,-0.09911811528063269,0 days 00:00:23.822252000,2002-10-18 04:00:00,2008-02-25 01:00:00
500,1.744,150,0.5570620948701926,0 days 00:00:24.071615000,2002-10-18 04:00:00,2008-03-24 21:00:00
500,1.976,150,0.25737686119432324,0 days 00:00:24.418640000,2002-10-18 04:00:00,2008-04-22 17:00:00
500,2.0,150,0.383865335955544,0 days 00:00:25.490310000,2002-10-18 04:00:00,2008-05-21 13:00:00
500,1.952,150,-0.12803880226770728,0 days 00:00:26.369442000,2002-10-18 04:00:00,2008-06-19 09:00:00
500,2.512,150,-0.9630019963156884,0 days 00:00:26.638603000,2002-10-18 04:00:00,2008-07-18 05:00:00
500,2.392,150,-1.3539063948434806,0 days 00:00:26.894898000,2002-10-18 04:00:00,2008-08-18 01:00:00
