,PC1,PC2,PC3,target
0,1.6784691705939445,0.6521402660811498,0.2633141730987557,-0.9280953083318949
1,1.7771130520812737,0.43997469625594476,0.33291134983334525,-0.8829976316491364
2,1.736862028032453,0.5224373043732945,0.2993400186407208,2.8837219722323284
3,1.5971682244679888,0.8163776546111234,0.19638442225838995,3.07252736394643
4,1.6989102206889364,0.5992172162728674,0.2727725819307899,0.8313852117853947
5,1.7636384928115048,0.4601851921979969,0.31856306141255725,3.576778264600238
6,1.623827196848016,0.7547646560935701,0.2149770953924452,3.6528343560049743
7,1.4841905513932572,1.0495646148385969,0.11704030046628719,1.19002577563645
8,1.5085867707222458,0.9967900287717881,0.14196171700246937,-0.4460293378071697
9,1.59955484643284,0.802278839287037,0.2130855252878825,0.8391203527815098
10,1.6275281355337083,0.740755202447509,0.23498979763695865,1.9352177360772485
11,1.6397113014216362,0.7126711124430429,0.24445360820747097,2.49432694830859
12,1.6030474160166275,0.7882030353331658,0.2183847947960381,2.6348227244516047
13,1.5851276267439403,0.8241945086103749,0.20724296793846475,4.448770233511839
14,1.55061208171097,0.8953891490268046,0.18469952650788626,5.4849636315715635
15,1.5188602506341122,0.9607013220306324,0.16523470231725365,6.1937942190610045
16,1.5879784970254653,0.8121262591962616,0.21922626451049898,6.453997102800545
17,1.586911629328194,0.8119566699394954,0.21982204501891317,5.17668390238407
18,1.585773031459107,0.8119981390365252,0.2204028887533321,5.699450174557896
19,1.5584568092974607,0.8675631359346223,0.20217328345897181,5.873617063266579
20,1.6514239474279773,0.6683035976064601,0.27147518486202304,4.525978480237353
21,1.716794690280999,0.5273435251147347,0.3174231330247355,4.606769624506235
22,1.7241857782321708,0.5094523321931479,0.31959734331665657,4.351251801928624
23,1.7212771882583384,0.5138269261147449,0.31464896529276665,3.398116668670553
24,1.7504323698360884,0.45064888682974347,0.33335768470298743,4.861137327997935
25,1.6849648972581084,0.5882383041567655,0.2833162315604518,5.803920986382984
26,1.643964869926884,0.6744047945659047,0.2536791730719334,4.180813600363979
27,1.758982912754603,0.43006001848316483,0.33782003607708194,2.4834800857947323
28,1.8795028753740584,0.17379080598517016,0.4216368943922164,3.9415958822333352
29,1.792630933833965,0.35710919310343164,0.35236194430410117,2.130070884632243
30,1.8208645482265127,0.29731979716676904,0.36990202311613507,5.819755835327627
31,1.6858785108458247,0.5835469712974853,0.26937427734169883,2.2431955338609053
32,1.5611223568360124,0.8485322073178004,0.18148099822964778,1.0982180134195791
33,1.539062990863463,0.895823387123544,0.17164354001160795,-1.6381473575168808
34,1.6515317148110935,0.6574879797008555,0.2585080668767661,-4.012880430940827
35,1.743988606033396,0.4608075032543876,0.32617557053330903,-5.5674441682985645
36,1.7466853388384873,0.4540954938069638,0.3258840793755456,-6.058895352586591
37,1.73924225151091,0.46912595967043375,0.31855232432876174,-6.3194729504843306
38,1.8457767074338445,0.2429297517422095,0.3937058654014818,-7.16089885414341
39,1.8918948361428212,0.14473653092083913,0.42180117703861647,-8.706816352554005
40,2.042766165242729,-0.17493953707500318,0.5241832826868023,-8.704824813657345
41,2.0647598308030934,-0.22127636180659108,0.5292854675183063,-7.688451133612662
42,1.9811169007164184,-0.0429329914711289,0.45901922478943286,-8.526045191538582
43,1.9928567919379265,-0.06569741431430717,0.46148006295096694,-9.88226536597025
44,2.105644339622607,-0.30216282283955354,0.5366998306254664,-8.722905507028074
45,2.0629801923587725,-0.2092275835013479,0.4967465288621187,-9.292177709541088
46,2.0741975225920397,-0.22973722434941174,0.4980085565303427,-7.925407590602206
47,2.0490937928453152,-0.17301271663536139,0.4733963024476634,-7.836155608662198
48,2.0001556605740687,-0.0654986337389761,0.4331386644641711,-8.649273738386798
49,2.0449518234855915,-0.15632052974256228,0.46231199181259697,-10.49384262390855
50,2.0742479363642485,-0.21446984047290496,0.47882208088284733,-9.450421094803572
51,2.048274959308857,-0.15554966539089116,0.45488363692220335,-10.824666597302123
52,2.0248226554902544,-0.10179688562043385,0.4340717991389941,-11.513675475006826
53,2.03030818604976,-0.10927532311981421,0.43506906925417155,-9.506114474585553
54,1.9312394693128496,0.10454069940951215,0.360894336470104,-9.044279210040722
55,2.0561879695024574,-0.1559360386430332,0.4511541687281704,-7.704145896265338
56,1.725785065762962,0.5471831380049685,0.20976703174558597,-7.775114058739338
57,1.5921165243576585,0.8343026664511896,0.12170579975049403,-8.079205078766266
58,1.4182736269525411,1.205569630833098,0.008340604461820753,-6.136532021224043
59,1.2464517009453449,1.5714512971697978,-0.0989829827040161,-4.792451162293615
60,1.041189406296166,2.0066742241133846,-0.22625790592114503,-4.737355610477869
61,0.9659058375274295,2.1650976876753223,-0.25549248293388166,-6.7155234407048585
62,1.0397682851708132,2.0057251874298148,-0.17815604816668454,-5.5416163825176925
63,0.9935482097629714,2.0984194337384543,-0.19241608660095152,-5.21967024367024
64,1.0204650024024893,2.0351200909274008,-0.1546250691944493,-6.206344594024606
65,1.0365668198433056,1.993536418837053,-0.1274455331153884,-5.996729397396056
66,1.0542411830412808,1.9478311480718749,-0.10116438141032967,-5.775765039136457
67,0.9815220991592198,2.0928451107031356,-0.14139805860633647,-6.099661230832657
68,0.9965092329552435,2.052052548644673,-0.11706049790375006,-5.834301993291253
69,1.051909029489506,1.9252529786135606,-0.06539022902036389,-5.467886334413756
70,1.0139772906769684,1.9955584117997003,-0.08338122286258108,-6.261107480320051
71,1.1032037909162586,1.7968962904930728,-0.009415764728096581,-5.882534548489216
72,1.069968516679912,1.8570883831018117,-0.026906750855912848,-5.821141200255857
73,1.049020914279237,1.8916017244043664,-0.03448916839064868,-4.683507313122406
74,0.8541876532742206,2.294117122826864,-0.16603930689895255,-6.790756967607949
75,0.9178195746982881,2.1502000634924134,-0.10590775423285842,-4.342632306395736
76,0.6530045602983546,2.7003317556353976,-0.2843048814847037,-2.248121898735006
77,0.5868957218323562,2.830266639350822,-0.31166894623084324,-4.176815231555771
78,0.6849707707493882,2.61198576446476,-0.221031370691769,-6.857635011925709
79,0.8486769600299262,2.2537353484548244,-0.08879717501542912,-7.039288287704656
80,0.8099239552626519,2.322990803091046,-0.10832737820618367,-4.369753497731408
81,0.678643905267641,2.5882269565953977,-0.19278181029479438,-2.5601404135407932
82,0.45013636489777326,3.059307866909901,-0.342345140153987,-4.7823648950145685
83,0.5128042389956646,2.9146719505163525,-0.2764084003265134,-5.229013387621509
84,0.49643361463893065,2.9360386111424073,-0.27105189183290934,-4.7013992322638405
85,0.4414840659032028,3.0384694853799026,-0.29394459742321355,-1.8870646453353168
86,0.32423453945651004,3.2722124387706946,-0.3604900438090259,-0.2578180289408398
87,0.3956730683104687,3.1067042893198984,-0.28916993645440175,-1.856029737465554
88,0.4598929776212874,2.955602814975543,-0.22713491532696,-0.4876018767234491
89,0.37536989194393167,3.118562141838118,-0.2746865950997969,-0.21981004693203735
90,0.4171920482563544,3.014566525623751,-0.22944884452188333,0.044221544368627505
