,PC1,PC2,PC3,target
0,-1.624438200666619,-1.3751557198848725,-0.33556571412075725,-0.1948137252893012
1,-1.4523160231300007,-1.6526586963699135,-0.4390434639001773,3.579611579917814
2,-1.2034968716273236,-2.0562506099287026,-0.5876002323723825,3.221055626864831
3,-1.2659880993357073,-1.9488472714115415,-0.5293749546869303,2.1721097948890047
4,-1.2079422866775327,-2.03779195904128,-0.5522585232043862,4.118507176259238
5,-1.24210427739827,-1.9747555886583985,-0.5152200701942482,3.787314000349929
6,-1.2569712773327146,-1.9424974540050755,-0.49274129964106017,-0.23717581505975527
7,-1.3401004780711976,-1.7976798564187007,-0.42752347492724696,1.1134702324198902
8,-1.372257759222277,-1.7359891616546224,-0.3981809221794559,1.7242747056645547
9,-1.302560562208234,-1.8413787403918143,-0.435698084854771,1.2722358127769382
10,-1.3340891508298955,-1.7810667574457129,-0.4062215652197379,1.9617965674868385
11,-1.306312218690303,-1.8179484102671284,-0.4162684695099642,1.5485684077402928
12,-1.3240457230016374,-1.7803387372987223,-0.3964685135785363,1.321427001307056
13,-1.345761359624718,-1.7361765353207788,-0.3749264033145804,1.5055942802769589
14,-1.3360358066260192,-1.7436333866520561,-0.3744764721437739,1.6418450083990384
15,-1.343720702270819,-1.7226825361926013,-0.3626385754599582,1.1327992365206527
16,-1.3479495983877567,-1.7075109780909703,-0.3534043405207957,0.6797571049742781
17,-1.3733906275508116,-1.6576468992995321,-0.3307193048188041,1.1679754604614638
18,-1.3920850160428582,-1.6189338119524637,-0.3131933334056104,1.5230777728208678
19,-1.400271529025533,-1.5976604465104478,-0.302997797228068,1.7973452093450721
20,-1.3800029167079229,-1.6233255528088808,-0.31135337828524273,1.7967740166868411
21,-1.4157771506086696,-1.5572789972039156,-0.2829351000286197,1.1563752881636977
22,-1.4201554093737527,-1.5428076650488847,-0.27580717515023917,2.773739685134524
23,-1.3074432817179649,-1.7208179474550254,-0.3443113321937578,1.4798216819891614
24,-1.4263637671576972,-1.5190339749340886,-0.2601106344016018,-1.9093801505934547
25,-1.505121364521873,-1.3827206367871088,-0.20548985570359796,-1.2966253310376015
26,-1.4608861871495582,-1.4484117105516179,-0.23234974121912047,-2.839800072041939
27,-1.510963378394348,-1.3598449033592244,-0.19676747233212893,-0.6737517903289223
28,-1.4126984463374574,-1.514929361545699,-0.25819088307617566,-3.334926483177083
29,-1.6029849022405644,-1.1968682136964217,-0.1303752744009551,-2.960173996460513
30,-1.6015673807022983,-1.1930521758342392,-0.1317197290084418,0.36932144442952486
31,-1.421978041204669,-1.4823736404421082,-0.24749162428481147,-1.8295706682857948
32,-1.5578156123424003,-1.2547429074584624,-0.1542476522679839,4.091151694329561
33,-1.5331311716143412,-1.2901388401238392,-0.16865719300607412,2.089970319656233
34,-1.528912812105507,-1.2923007533273725,-0.16894090875797926,1.9250743407401045
35,-1.5527837651781355,-1.2485089197389825,-0.15086741501985282,2.06773453809099
36,-1.5378974107060306,-1.2684187063099912,-0.15841024729461614,2.020365904557428
37,-1.540250566385686,-1.2602283602053777,-0.15427242775883906,2.0675366418470253
38,-1.5425177837753223,-1.2522653211145862,-0.1501970701322714,1.8545269788738143
39,-1.5589028332662425,-1.2212058614302472,-0.13702395289666258,1.9513943701955616
40,-1.5222199207513891,-1.27728854067347,-0.15849103996180972,2.0939215326023666
41,-1.509603692626661,-1.294087027167974,-0.16332407378680228,1.81392029147672
42,-1.5642528184870994,-1.2004912487402426,-0.12446981438812164,1.5548096742444508
43,-1.598626252991848,-1.139991256211545,-0.10030945349983476,1.3168123249670154
44,-1.597905266255415,-1.1371547112232891,-0.09964150844741816,0.9875258218059243
45,-1.6323530793920211,-1.0768202060354093,-0.07607019569412488,1.555769529441781
46,-1.585473096456149,-1.1500532940975887,-0.10574555832133402,1.7437325305722926
47,-1.5871459528145995,-1.1439830148677537,-0.10256362401315328,1.4112357939916904
48,-1.6029876186253647,-1.1147186837024279,-0.09025538728713711,1.8238795582840288
49,-1.4201788122693257,-1.4114838733182147,-0.2064410462326023,2.0626561012809645
50,-1.418802182649195,-1.4110647580745148,-0.20046415530437073,2.0643927265411506
51,-1.3400408530611903,-1.5371580600454033,-0.2449004082486527,0.9051967443404596
52,-1.4097493732634836,-1.4194239041792858,-0.19188586469148017,0.3795632500639003
53,-1.4246785324059508,-1.3908521809304821,-0.1767782634575892,0.7784416589562441
54,-1.4437666729790504,-1.3551854306990307,-0.15969139620481207,-0.30263887749756846
55,-1.4847128873194673,-1.283480272234041,-0.12924186724139486,0.6792913472378369
56,-1.5086590319747022,-1.239539983975513,-0.11099670994170897,-3.8984459030770315
57,-2.1478406014210867,-0.18605760319891174,0.30324708852679183,-1.2453950241004506
58,-1.8982616703393298,-0.5895240346333886,0.12685415779870501,-1.2933137917283795
59,-1.9007799447031022,-0.5821732726150947,0.12213311389787761,-1.2450218689251469
60,-1.9090515006243882,-0.566311312352195,0.12204198838527894,-1.197253443401484
61,-1.9056805130303052,-0.5702861319822076,0.11503635923445471,-1.2935241491032679
62,-1.9155481461448156,-0.5531631215192676,0.11736540057837908,-1.5750659102721283
63,-1.899965988552421,-0.5782510245492374,0.10358767931281082,-1.1950564731665352
64,-1.8763655003938,-0.6169268522518734,0.0855928926250076,-1.6703533543043472
65,-1.8839739723186033,-0.6047148498099627,0.08874462065660471,-1.7668977360265403
66,-1.8950498342094868,-0.5869093249331453,0.0941590284280488,-2.049724328781388
67,-1.888311814843603,-0.5984124986113126,0.08801338892828202,-1.8180545742331475
68,-1.8492040601557298,-0.663154936779666,0.061429405771794426,-1.8655405891694101
69,-1.830646741614995,-0.6943337328093163,0.04935967332234614,-2.113841409003384
70,-1.8652518977160442,-0.6382418555363765,0.07209168637373775,-1.861500214832569
71,-1.893482371597601,-0.5923797988408718,0.08971584160775707,-3.058232601643774
72,-1.8580669839656132,-0.6508589991920215,0.06563646447519204,-1.2306523319117237
73,-1.729307785122745,-0.8626524691990388,-0.017421370045115764,-1.6662251269295474
74,-1.7622358381132615,-0.809481716004841,0.007299761692148555,-1.62300748961428
75,-1.6823979902664656,-0.9407477927411222,-0.041934830741122864,0.14814289682649556
76,-1.5801880736616407,-1.1086491843307031,-0.10356237661177498,1.1070343312918511
77,-1.5125312935677642,-1.2196594889905203,-0.14051737758144495,-0.30922757353249986
78,-1.5872657256920872,-1.0965901892104655,-0.08458739722828658,0.9948525146561651
79,-1.4612937278309797,-1.3017204509247666,-0.16076482891341062,-2.01123432360817
80,-1.6330547592681792,-1.0184959067928039,-0.04213533096405959,-7.126109857153403
81,-1.8087710318472847,-0.7276356146702261,0.07349796621655483,-5.9911386239245585
82,-1.8128706950845102,-0.7177759781924168,0.07369367397929452,-5.701181438552371
83,-1.809081450881771,-0.7214187880072868,0.06923420346297925,-7.7230569317423745
84,-1.8187889475153938,-0.7034050452861705,0.07402408414519349,-6.325436172110934
85,-1.8174537580508343,-0.7038503999228093,0.0717847474010888,-6.652438584830822
86,-1.8191801972525548,-0.6995946673574768,0.07188108112062801,-5.381722988786857
87,-1.7813463180056464,-0.7604450929972649,0.046736600736992186,-5.033107182312704
88,-1.7853370017409262,-0.7530197082259952,0.049782102889834805,-4.88848223596055
89,-1.7572610554842354,-0.7982063746902606,0.032134239071350004,-4.971406206022535
90,-1.760721204632583,-0.7918044795427043,0.035620153246279304,-4.826269714491038
91,-1.7322489458493269,-0.8376992418219487,0.0184157744894013,-3.6731577158778452
92,-1.7104644549123518,-0.872666457349369,0.00628654216858159,-2.6372444391712206
93,-1.6884981748738033,-0.9078816696728723,-0.0054736563515470765,-4.362536484525861
94,-1.7056317513376678,-0.878902281857604,0.008357604726487177,-6.500660444959341
95,-1.7518872603384692,-0.80194335837338,0.04023139450002467,-5.736134120143745
96,-1.6136299467382667,-1.0271900029203893,-0.047950638609508836,-7.706788871028252
97,-1.6334235736777725,-0.993827048511201,-0.030597799167196283,-7.502898601809659
98,-1.6362954334996833,-0.9877520854550695,-0.025085900103444376,-4.257858429773565
99,-1.5611101740802522,-1.1093551967401882,-0.07011312792271035,-5.75056929098755
100,-1.591949122724091,-1.0572315023882755,-0.045112285563025455,-3.9805068477598895
101,-1.5953491933744781,-1.0496088032026238,-0.03903822985456693,-5.035627776318045
102,-1.5741395113671999,-1.0821025550276222,-0.04912938925700623,-6.3286981712457155
