ESI_EURUSD_spread_madiff,ESI_G10_normalised_madiff,ESI_Global_normalised_madiff,EDI_EURUSD_spread_madiff,EDI_G10_normalised_madiff,EDI_Global_normalised_madiff,Date,RF_erf,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret
-6.8324858635212715,19.819579437059506,19.27707563681861,10.394758533085472,14.707011933932431,15.73546506296742,2017-01-25,0.0008623430000000003,-0.00862959499999999,0.0015876154359285887,0.0011249689993190416,1,0.0008623430000000003,0.036671641000000074,0.09225895299999999
-6.7672101851730995,20.06127404552226,19.576575244717677,10.410600581501992,14.798790584684706,15.979398990460242,2017-01-26,-0.0030185360000000014,-0.00932126199999999,0.0025219235955264738,0.0011884929992411885,1,-0.0030185360000000014,0.03365310500000007,0.08924041699999999
-6.756835786325411,20.320737711755207,19.891343196590896,10.459352083354515,14.863025878294804,16.192952091467788,2017-01-27,0.00070247,-0.010589626999999989,0.00256815542219314,0.0013059509160461774,1,0.00070247,0.03435557500000007,0.08994288699999999
-6.6685066957965375,21.03618388052845,20.752848166767365,10.6011909224466,15.020044857534776,16.75166994449117,2017-01-30,0.00025712399999999985,-0.013800456999999988,0.004486540093947109,0.0014618014114389719,1,0.00025712399999999985,0.034612699000000066,0.09020001099999998
-6.603446936302106,21.304081497734522,21.038839314654005,10.650468422203396,15.075954506804733,16.931188946985827,2017-01-31,0.002371545,-0.011448074999999988,0.004031741492391553,0.001618340456604253,1,0.002371545,0.03698424400000007,0.09257155599999999
-6.54884717191905,21.6640530621264,21.471108406757878,10.631027176029344,15.183214742440873,17.199086802741704,2017-02-01,-0.0012429029999999994,-0.006409380999999988,0.003606219983280441,0.0018549743761387709,1,-0.0012429029999999994,0.03574134100000007,0.09132865299999998
-6.504194794585088,22.013259617003527,21.87523882548345,10.604259805686956,15.288976435386227,17.467629406766573,2017-02-02,-0.00025745599999999977,-0.009076027999999988,0.003524993764113775,0.002019045018848751,1,-0.00025745599999999977,0.03548388500000007,0.09107119699999998
-6.513615960430343,22.402771524725367,22.310961612128157,10.507358644052688,15.417821556845086,17.69149478719075,2017-02-03,0.0008794680000000001,-0.007766986999999987,0.0035944174010026637,0.0021355020943629637,1,0.0008794680000000001,0.03636335300000007,0.09195066499999997
-6.504849379825827,23.444080983467497,23.471052819339466,10.29120395218544,15.781986958306375,18.29853194520409,2017-02-06,-0.001635125,-0.007160015999999988,0.004072334273669331,0.0022320069386417268,1,-0.001635125,0.03472822800000007,0.09031553999999997
-6.496634183606317,23.742588844124583,23.80852624806403,10.185182256189453,15.85774007563841,18.441893314741737,2017-02-07,-0.0014373210000000005,-0.006254838999999989,0.004093564960891554,0.002339867672311543,1,-0.0014373210000000005,0.03329090700000007,0.08887821899999997
-6.483852958616352,24.023247628054374,24.130688980028733,10.073825302162689,15.91879861858073,18.562835211594134,2017-02-08,0.0006485650000000003,-0.0002828079999999892,0.0042533317142248875,0.002449823286187709,1,0.0006485650000000003,0.03393947200000007,0.08952678399999997
-6.495100017696957,24.292182896224013,24.43695884062751,9.92592717040499,15.988610313196098,18.68579288601101,2017-02-09,-0.001818177,-0.0005640229999999895,0.0042205950567248875,0.0025615002904523856,1,-0.001818177,0.03212129500000007,0.08770860699999997
-6.488738173907251,24.564281370998827,24.771127961399603,9.822887719664887,16.102341828559812,18.860037746109807,2017-02-10,-0.000542345,-0.0004965309999999893,0.0041884249050582216,0.0026721742741879616,1,-0.000542345,0.03157895000000007,0.08716626199999997
-6.4706720760553935,25.275302323284464,25.648957343888927,9.529645994682523,16.38008377812917,19.302203105938585,2017-02-13,-0.001980125,0.005475913000000011,0.004190748199335999,0.002764782100444702,1,-0.001980125,0.02959882500000007,0.08518613699999997
-6.515487779510153,25.552217804815413,25.960379773276873,9.383804206671783,16.432396876119064,19.408737549286684,2017-02-14,-0.0007856249999999996,0.007055432000000011,0.004192027095526476,0.0028654008239236643,1,-0.0007856249999999996,0.028813200000000073,0.08440051199999997
-6.611649304351487,25.856243496898,26.28936120480516,9.162697303484581,16.565640704864304,19.586021254261766,2017-02-15,-0.00037954599999999976,0.009418092000000012,0.004787395658304254,0.002971839153229913,1,-0.00037954599999999976,0.028433654000000072,0.08402096599999997
-6.777034473375295,26.184642160038408,26.652740778881377,8.864325090300111,16.751457456806442,19.81565865490829,2017-02-16,-0.0018182500000000004,0.009592544000000012,0.005480529263224888,0.003075262384455285,1,-0.0018182500000000004,0.02661540400000007,0.08220271599999998
-6.932584151219403,26.483730178039927,27.00606366387508,8.57892761846269,16.914869079918876,20.038764858790145,2017-02-17,-0.001399931,0.012502307000000011,0.005350929232447109,0.003182849284944452,1,-0.001399931,0.02521547300000007,0.08080278499999999
-7.34378751126286,27.28752681686057,27.953844082607304,7.791951291207073,17.296887176403096,20.580511273277395,2017-02-20,9.255400000000006e-05,0.01109904500000001,0.005356326820730177,0.0033224532264041397,1,9.255400000000006e-05,0.025308027000000073,0.08089533899999998
-7.317929757858168,27.65359986590601,28.339988315592702,7.814438246328597,17.499443664321493,20.81696195107611,2017-02-21,0.0007366039999999999,0.01169046600000001,0.005401034743809542,0.0034861025198955737,1,0.0007366039999999999,0.02604463100000007,0.08163194299999998
-7.2661157971685375,28.01736957482595,28.732196906774284,7.869894832807354,17.714806640928675,21.11258789186772,2017-02-22,-0.000466443,0.011075384000000011,0.005377846536031763,0.003661814150379323,1,-0.000466443,0.02557818800000007,0.08116549999999999
-7.225945323155968,28.365714125313936,29.11791451681272,7.921271072200156,17.90298193456102,21.379813538447536,2017-02-23,-0.00011291699999999998,0.008743938000000012,0.005621557674920652,0.0039013532787485596,1,-0.00011291699999999998,0.02546527100000007,0.08105258299999998
-7.201429562230146,28.715256014143254,29.508797869804287,7.964138253498115,18.10196641334081,21.652822757318592,2017-02-24,-0.000441761,0.010907740000000011,0.0055853519482539854,0.004137461697541077,1,-0.000441761,0.02502351000000007,0.08061082199999998
-7.060899948069563,29.658487436265897,30.56130201381616,8.126776570070835,18.593695451828765,22.32441833428948,2017-02-27,1.0803000000000032e-05,0.013831781000000012,0.005520907883587319,0.004329554185112127,1,1.0803000000000032e-05,0.025034313000000072,0.08062162499999999
-6.989993298614223,29.970551983997712,30.89174783137453,8.222430802894204,18.703159465849208,22.51980014807569,2017-02-28,-0.0010112410000000002,0.01816541600000001,0.005545652452476208,0.0044754317257182,1,-0.0010112410000000002,0.024023072000000072,0.07961038399999999
-6.917032472138146,30.35007999188432,31.341662869042025,8.30602798138273,18.80025810157897,22.783301711769056,2017-03-01,-0.0008392849999999999,0.01766987300000001,0.005976704936031765,0.004616038985784589,1,-0.0008392849999999999,0.023183787000000074,0.078771099
-6.850167996752673,30.729432930807853,31.77604927381327,8.355947074478259,18.897721098884805,23.00873984409589,2017-03-02,0.001109479,0.01269344200000001,0.006330777889365099,0.004666472907619308,1,0.001109479,0.024293266000000074,0.079880578
-6.708224979122036,31.158586416400126,32.250236816124755,8.398014500518222,19.003352606154962,23.25121332690585,2017-03-03,0.004781238000000001,0.015512988000000009,0.006396624634402137,0.004759090214459318,1,0.004781238000000001,0.029074504000000074,0.084661816
-6.333207466939343,32.300596092816434,33.50335419542513,8.479140591851063,19.286435230422143,23.919713704915143,2017-03-06,-0.0017871789999999999,0.015156838000000008,0.005106105472418008,0.0048888310671300166,1,-0.0017871789999999999,0.027287325000000074,0.082874637
-6.26047107397568,32.623356717099355,33.891498865529286,8.422308423799251,19.333684127942714,24.11178023679318,2017-03-07,-0.0003260839999999998,0.017205029000000007,0.005092992712418009,0.005025575394286605,1,-0.0003260839999999998,0.026961241000000073,0.082548553
-6.1977949918817785,32.953207479047606,34.30398453770093,8.294780069329464,19.41016687047652,24.244911639531963,2017-03-08,-0.0008303500000000001,0.017914888000000007,0.0039052057472301776,0.005097560540544478,1,-0.0008303500000000001,0.026130891000000073,0.081718203
-6.134901352272947,33.26919823469994,34.697009345627905,8.185715570285494,19.477870275533387,24.36539072227788,2017-03-09,0.0015537419999999994,0.013586384000000007,0.002974718809452398,0.005146163323342034,1,0.0015537419999999994,0.027684633000000073,0.083271945
-6.0880182720374325,33.573298256342426,35.08627927024564,8.046079102268765,19.563576008143823,24.53932935898109,2017-03-10,0.004153853999999999,0.013908532000000008,0.0029609130247301757,0.005137193836977206,1,0.004153853999999999,0.031838487000000075,0.087425799
-5.9367827421629045,34.32853034992961,36.07397385517861,7.632234071489557,19.73381165544063,24.938942104219066,2017-03-13,-0.0008235600000000003,0.01716049300000001,0.0018408028719206519,0.005076307508178517,1,-0.0008235600000000003,0.031014927000000074,0.086602239
-5.923799587489839,34.56322570698328,36.37758521895592,7.487483131541445,19.757339552076896,25.09014744038507,2017-03-14,-0.001912633,0.011284838000000007,0.002053677533920652,0.005016322649512102,1,-0.001912633,0.029102294000000074,0.084689606
-5.944419638299793,34.80373786633186,36.68153505055176,7.270990251815392,19.84209375253715,25.27397195204807,2017-03-15,0.0051868190000000005,0.010126478000000006,0.0022718227631063183,0.004904531124124599,1,0.0051868190000000005,0.03428911300000007,0.089876425
-6.020632999631887,35.06276033257286,37.00076509669107,7.0617165898750365,19.910587514636315,25.43803426252695,2017-03-16,0.001199973,0.008942556000000006,0.001965282931450232,0.004802765854342915,1,0.001199973,0.03548908600000007,0.091076398
-6.104397716606115,35.30886586505897,37.31985749796567,6.8707786171001946,19.96686179480545,25.608508021511053,2017-03-17,0.00054441,0.008637160000000007,0.0018693600460613431,0.004711327552799098,1,0.00054441,0.036033496000000075,0.091620808
-6.330961551614138,35.93495389036586,38.13263637159164,6.330888916145966,20.10672055561777,26.035588709725474,2017-03-20,-0.001225479,0.005388695000000006,0.002952122370577217,0.004576941232472716,1,-0.001225479,0.03480801700000007,0.090395329
-6.401266930211534,36.143670625278354,38.38514235318273,6.156833771043163,20.167976983569133,26.168779639323645,2017-03-21,0.003002317,0.007942363000000006,0.0031544109461962675,0.0044049807935601665,1,0.003002317,0.03781033400000007,0.093397646
-6.466595135362809,36.388496416218,38.668125307735956,5.9901244894504915,20.239363151753928,26.30248601356131,2017-03-22,-0.0006666580000000003,0.0074078190000000065,0.0036705991340144502,0.004290751895375887,1,-0.0006666580000000003,0.03714367600000007,0.092730988
-6.53697044622416,36.621710278892884,38.945312698837455,5.809591873070643,20.320662534213533,26.44354427243032,2017-03-23,0.00012497799999999998,0.002786709000000006,0.003889803424736671,0.00418589875849332,1,0.00012497799999999998,0.03726865400000007,0.092855966
-6.45064537008335,36.99025307342808,39.32476627903814,5.872574516972621,20.52470215299533,26.67955369828632,2017-03-24,-0.0007279989999999999,0.005089904000000006,0.003888771326403339,0.004103497062788792,1,-0.0007279989999999999,0.03654065500000007,0.092127967
-6.182128771441455,37.95635029801447,40.32867998912218,6.061737131866533,21.06682413009956,27.31004060641992,2017-03-27,-0.002773207,0.003889007000000006,0.0022256683760692813,0.004032637867012835,1,-0.002773207,0.03376744800000007,0.08935476
-6.089498799695406,38.24553812412534,40.62485231123217,6.122828681911968,21.238308552811436,27.515161685251414,2017-03-28,0.002174605,0.0032916830000000053,0.002086393441624837,0.003950124231369153,1,0.002174605,0.03594205300000007,0.091529365
-5.989883809518091,38.51955493632831,40.90587600399354,6.2015339844585275,21.407162482109946,27.714526173430077,2017-03-29,0.0019128000000000007,-0.0010941759999999942,0.002082294296291504,0.0037901392993603578,1,0.0019128000000000007,0.03785485300000007,0.09344216500000001
-5.857663079567118,38.815226593226576,41.1977829938422,6.2521452317351285,21.548488662698738,27.85206751708496,2017-03-30,0.00349435,-0.0020083289999999945,0.001989020259624836,0.0036265909926002397,1,0.00349435,0.04134920300000007,0.096936515
-5.74585661097717,39.084401897828705,41.503558971482526,6.263571624752988,21.654153590129148,27.945044072744967,2017-03-31,0.000613936,-0.0013302779999999942,0.0019355963949581694,0.0034616691756390633,1,0.000613936,0.04196313900000007,0.097550451
-5.402418268150483,39.880647161670005,42.41550287505595,6.301729928602238,21.900927095267335,28.147043907265395,2017-04-03,-0.00019519300000000014,-0.0037198659999999944,0.0024670586459581713,0.003271779429143495,1,-0.00019519300000000014,0.04176794600000007,0.097355258
-5.305020282852809,40.210717096203396,42.79895612120286,6.326201917524946,21.968736676981734,28.16762496556548,2017-04-04,0.001032367,-0.0031087819999999944,0.004507224100402616,0.0030624850722669747,1,0.001032367,0.04280031300000007,0.098387625
-5.1257110030757635,40.59061119680132,43.221761227852504,6.274431814682983,22.015582589425996,28.200084103447352,2017-04-05,-0.0006822340000000001,-0.004188111999999994,0.005154437689513728,0.002875362882341071,1,-0.0006822340000000001,0.04211807900000007,0.097705391
-4.951779304893336,40.96331632120465,43.630488467540594,6.194635423564504,22.066276397095688,28.234408015292107,2017-04-06,0.0012178409999999995,-0.004959822999999995,0.005034530527847061,0.0028468447217689097,1,0.0012178409999999995,0.04333592000000007,0.098923232
-4.745853779105887,41.30127930189274,44.005122948568705,6.232028726173012,22.085745618629776,28.24366153109753,2017-04-07,0.0022636010000000005,-0.005966532999999995,0.004981304296735951,0.0028497706730591815,1,0.0022636010000000005,0.04559952100000007,0.101186833
-4.168412779930492,42.18695065317762,44.989929183862394,6.325844363830688,22.146681135402474,28.253385105131372,2017-04-10,-0.0001746500000000002,-0.0046508349999999955,0.00505299949912484,0.0029035480435647474,1,-0.0001746500000000002,0.045424871000000075,0.101012183
-4.0155550479906585,42.505295827379506,45.32788648583396,6.352320159305736,22.18929349299797,28.245036911911388,2017-04-11,-0.0005014119999999999,-0.005816536999999996,0.005475787374624839,0.002999099733435393,1,-0.0005014119999999999,0.044923459000000075,0.100510771
-3.8694632277293977,42.79312722019739,45.629309061792505,6.3760302499515715,22.219013290659,28.21354759293561,2017-04-12,0.001339328,-0.007893625999999996,0.00808461458687881,0.003098722898882758,1,0.001339328,0.046262787000000076,0.101850099
-3.728112097400356,43.061577854387096,45.943295156277635,6.379973080502803,22.268118750703927,28.27373262537202,2017-04-13,-0.0006888360000000001,-0.006509788999999996,0.008311931142878811,0.0032718173990115293,1,-0.0006888360000000001,0.04557395100000008,0.101161263
-3.5930142096845543,43.30681328761693,46.23112833169175,6.382275187068764,22.309723186126362,28.324502277929117,2017-04-14,4.1612999999999955e-05,-0.0015074199999999937,0.00854039158192643,0.0035590048777238226,1,4.1612999999999955e-05,0.04561556400000008,0.101202876
