ESI_EURUSD_spread_madiff,ESI_G10_normalised_madiff,ESI_Global_normalised_madiff,EDI_EURUSD_spread_madiff,EDI_G10_normalised_madiff,EDI_Global_normalised_madiff,Date,SVM_erf,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret
-7.708371935414476,-154.2604482135119,-174.4865406122146,-18.155799884060247,-41.10050147728245,-60.591905460142975,2009-03-04,-0.0004107760000000001,0.018966785999999965,-0.00872941474220638,-0.007160386518777053,0,-0.0,0.0,-0.005783548999999992
-7.6044457577544335,-155.1313265301911,-175.85507654499332,-18.241665291948053,-41.21796679088773,-60.8305091018233,2009-03-05,0.0008893090000000002,0.018519342999999962,-0.008192625928873048,-0.007537492349342435,0,0.0,0.0,-0.0048942399999999915
-6.804635405381646,-156.35828935293543,-177.55703217375478,-18.181896812354964,-41.415937150123504,-61.15707140157339,2009-03-06,-0.002370774999999999,0.013116330999999962,-0.008264768045539717,-0.007906985331415753,0,-0.0,0.0,-0.007265014999999991
-4.629905840465284,-159.49505172604358,-182.03568882716885,-17.99619969848089,-41.90685626579933,-62.004675483039854,2009-03-09,0.0011779919999999995,0.013394182999999962,-0.007893800437206385,-0.008249884758060499,0,0.0,0.0,-0.006087022999999992
-3.9742725096176335,-160.3818418752195,-183.4169056783406,-17.932391226085812,-42.04833812130464,-62.28177480803972,2009-03-10,-0.0014273540000000007,0.008849619999999963,-0.007876362110539718,-0.008589506652297837,0,-0.0,0.0,-0.007514376999999992
-3.3909995909154422,-161.22429417775683,-184.79917334759904,-18.020916720730728,-42.28983170697627,-62.78076071117471,2009-03-11,0.001184137,0.008183831999999962,-0.007802112268873052,-0.008911463422328828,0,0.0,0.0,-0.006330239999999992
-2.89081487171228,-162.12262688474596,-186.34950492561114,-18.36083130229681,-42.48121004296705,-63.342492357336816,2009-03-12,0.001876199,0.013062472999999962,-0.007775983864428609,-0.009141129759084685,0,0.0,0.0,-0.004454040999999992
-2.618707488372877,-162.89591330286956,-187.7869483441606,-18.747811965360093,-42.62302034558837,-63.804349387693215,2009-03-13,0.0012648860000000002,0.008321212999999961,-0.007861701809761942,-0.00918869032363495,0,0.0,0.0,-0.0031891549999999917
-1.8294745886103383,-164.84054469397853,-191.5070150564044,-19.54760941818771,-42.989450931426404,-65.02010704054457,2009-03-16,0.0015840150000000007,0.00517802099999996,-0.007146962646984164,-0.00920867534448151,0,0.0,0.0,-0.001605139999999991
-1.3904210357459306,-165.30988708766125,-192.5585010325579,-19.605616666576832,-43.01313275666975,-65.30935207419577,2009-03-17,0.001451647,0.0004153149999999604,-0.007146962646984164,-0.009199426272301617,0,0.0,0.0,-0.0001534929999999911
-0.9836758855574032,-165.7367410794046,-193.62017348237853,-19.69516708934898,-43.04632518745732,-65.5502269466596,2009-03-18,0.0031175,-0.0040114150000000424,-0.007146962646984164,-0.009160722867592622,0,0.0,0.0,0.002964007000000009
-0.5122273994254556,-166.15238806087945,-194.62808483124738,-19.800458614123094,-43.03547350805397,-65.7356800126923,2009-03-19,-0.0006774070000000001,-0.007207311000000043,-0.007146962646984164,-0.009121264322989446,0,-0.0,0.0,0.002286600000000009
-0.0643314543457052,-166.50189291051632,-195.53508212853282,-19.895986417246398,-42.999476594513254,-65.88286474814026,2009-03-20,0.0012214510000000006,-0.006094895000000044,-0.007146962646984164,-0.009046827069470928,0,0.0,0.0,0.0035080510000000094
1.1486087218547991,-167.2299054544423,-197.8343100761509,-20.128567065940192,-42.84559573341196,-66.21793565368152,2009-03-23,-0.0009478269999999996,-0.011359559000000043,-0.006986969360317497,-0.008907026338201087,0,-0.0,0.0,0.00256022400000001
1.391274352345533,-167.46279361486597,-198.63215911334729,-20.21996314460443,-42.7541066494812,-66.27360254737505,2009-03-24,0.004448272,-0.012801780000000042,-0.007067253624761942,-0.008754059244195797,0,0.0,0.0,0.00700849600000001
1.3196011740865288,-167.8340133942167,-199.4987366606381,-20.40153233541345,-42.59602801485365,-66.25716472969829,2009-03-25,-0.002224147,-0.016900430000000043,-0.006885071388095276,-0.008593473422254,0,-0.0,0.0,0.00478434900000001
1.4441343106362297,-168.52984265489238,-200.7055261022685,-20.635840492461828,-42.45739566385221,-66.25428733784258,2009-03-26,0.000568855,-0.010444855000000043,-0.006885071388095276,-0.008397973077296329,0,0.0,0.0,0.00535320400000001
1.570245739349815,-169.2114684091863,-201.8544763095559,-20.856797376243268,-42.31570563678334,-66.2362040602128,2009-03-27,0.00016819599999999996,-0.012915948000000043,-0.006898027329206386,-0.00818787887535453,0,0.0,0.0,0.00552140000000001
1.667343322321727,-171.04628481849898,-204.87654582669037,-21.47134159674848,-41.91003966755147,-66.13322952096128,2009-03-30,-0.0008340730000000003,-0.017569203000000044,-0.00697661744253972,-0.00799489714214818,0,-0.0,0.0,0.004687327000000009
1.6737906828369091,-171.8065888042207,-206.02036524920436,-21.626994437075105,-41.85739995432433,-66.10168229135479,2009-03-31,0.000902677999999999,-0.01717647500000004,-0.00697661744253972,-0.007820618093439187,0,0.0,0.0,0.005590005000000008
1.7331991338236603,-172.81262931155743,-207.42976546895912,-21.8320726541336,-41.888915864840214,-66.14811263203603,2009-04-01,-9.390099999999968e-05,-0.025746386000000045,-0.00697661744253972,-0.007666294803111144,0,-0.0,0.0,0.005496104000000009
1.8574344508531908,-173.76763450724098,-208.77120026095108,-22.003665277229963,-41.9161658804789,-66.20555900783471,2009-04-02,0.007753442000000003,-0.030880942000000047,-0.00697661744253972,-0.0075099141474656425,0,0.0,0.0,0.013249546000000011
2.733970667652045,-175.11011245438004,-210.39731177308695,-22.13492641863079,-41.93835845705522,-66.23735015752007,2009-04-03,0.0008230000000000001,-0.026118093000000047,-0.007064017282539719,-0.0074182775171640555,0,0.0,0.0,0.014072546000000012
5.103953567321753,-178.52066284683903,-214.56636428294894,-22.46133229342444,-41.952421108631036,-66.24920873478659,2009-04-06,-0.0028182180000000012,-0.021876958000000047,-0.007046578955873053,-0.0073348109790846916,0,-0.0,0.0,0.011254328000000011
5.813939291947548,-179.46920705507796,-215.79862575688645,-22.549441886632643,-41.936553624158634,-66.24452239882112,2009-04-07,-0.00422502,-0.022070740000000047,-0.007064017282539719,-0.007281067710211676,0,-0.0,0.0,0.007029308000000011
6.485547264230718,-180.3394263843417,-217.0150857475241,-22.66386313617378,-41.92568642047978,-66.2824542915209,2009-04-08,-0.0011495020000000006,-0.019560983000000046,-0.007064017282539719,-0.007223058705941835,0,-0.0,0.0,0.00587980600000001
6.882890743810152,-180.993866265584,-218.05128149735353,-23.05505711382756,-41.64447356499868,-66.07521084185673,2009-04-09,-0.003360426,-0.020750484000000048,-0.007064017282539719,-0.007183545222386279,0,-0.0,0.0,0.00251938000000001
7.258729668159674,-181.5745206379824,-219.03259586554898,-23.421398056613363,-41.36796102166454,-65.8467764919499,2009-04-10,0.001210411,-0.026674146000000048,-0.007252027529206385,-0.0071448621353386605,0,0.0,0.0,0.00372979100000001
8.266940810505105,-182.9086904726105,-221.40257546737098,-24.382688123615125,-40.56492892301938,-65.14182485043979,2009-04-13,0.006143526999999999,-0.02442313700000005,-0.009112318031428604,-0.007109714755037072,0,0.0,0.0,0.00987331800000001
8.600046426485108,-183.2457773832021,-222.06633024408046,-24.52106435253337,-40.40539958882886,-65.01945493162567,2009-04-14,-0.0031572449999999995,-0.02138898500000005,-0.009112318031428604,-0.007084764453359825,0,-0.0,0.0,0.00671607300000001
8.926450370303002,-183.58337107457615,-222.74770815690587,-24.719172470072856,-40.192546793891694,-64.88352057524543,2009-04-15,-0.0016915450000000007,-0.02345970100000005,-0.009112318031428604,-0.007144317606772523,0,-0.0,0.0,0.005024528000000009
9.223322834428416,-183.95502105446548,-223.56334067578368,-24.88331079199975,-39.872352997800185,-64.50769969833503,2009-04-16,-0.0016452059999999998,-0.01600106700000005,-0.009482183091428604,-0.007237905958412735,0,-0.0,0.0,0.0033793220000000092
9.50320547270897,-184.26641293467446,-224.33691426978515,-25.03358162901285,-39.55921724551252,-64.15924526911888,2009-04-17,-0.0051041370000000025,-0.011511212000000048,-0.009651738484761939,-0.007331494310052945,0,-0.0,0.0,-0.0017248149999999933
10.248632728183594,-184.8675971722358,-226.1797699451371,-25.407661451831242,-38.657645661458616,-63.06943645374676,2009-04-20,-0.001974445,-0.006954101000000052,-0.010014335953095276,-0.007442695283597918,0,-0.0,0.0,-0.0036992599999999933
10.669499863817236,-184.85818068684372,-226.57247560912938,-25.374174172748877,-38.28383471837451,-62.598902659547434,2009-04-21,0.00016458900000000006,-0.001729657000000052,-0.010014335953095276,-0.007561970323492098,0,0.0,0.0,-0.003534670999999993
11.066825162274485,-184.83170215896916,-226.9847138352305,-25.336629906275935,-37.92665441799322,-62.10002046557182,2009-04-22,-0.000816392,0.005050453999999947,-0.010014335953095276,-0.00769851190949739,0,-0.0,0.0,-0.0043510629999999936
11.423751280238493,-184.8417051815121,-227.40689513846587,-25.26480176420485,-37.552600726705435,-61.571108663661974,2009-04-23,-0.0036663679999999997,0.008827842999999948,-0.010014335953095276,-0.007842672223439187,0,-0.0,0.0,-0.008017430999999993
11.577485644084506,-184.97612053644343,-227.98890683740382,-25.05887445523836,-37.10315422065919,-60.98894281668488,2009-04-24,-0.003529795,0.0017585239999999493,-0.010014335953095276,-0.007983009477169348,0,-0.0,0.0,-0.011547225999999994
11.978595493655092,-185.09745929115314,-229.30351429779307,-24.468373445380454,-35.837429276664686,-59.34101720730362,2009-04-27,0.0066237710000000005,-0.00025110900000005053,-0.010029092373095275,-0.008132022075502681,0,0.0,0.0,-0.004923454999999993
12.048343385014617,-185.11271330634747,-229.67521408203442,-24.32901295928829,-35.3253685650321,-58.72433383719657,2009-04-28,-0.0033051660000000004,0.00672877699999995,-0.010029092373095275,-0.008281034673836016,0,-0.0,0.0,-0.008228620999999993
12.126469584601553,-185.4390127434111,-230.26834050530442,-23.98122710093364,-34.963068972228825,-58.24193604912886,2009-04-29,-0.003750577,0.01394932899999995,-0.009902123039761943,-0.008430133009259296,0,-0.0,0.0,-0.011979197999999993
12.255089292815823,-185.71411168396003,-230.83414914277242,-23.698112811496824,-34.54728188603467,-57.67355121893252,2009-04-30,0.0002988270000000002,0.01491267799999995,-0.009902123039761943,-0.008575488958333368,0,0.0,0.0,-0.011680370999999993
12.384051089009885,-185.9897514511526,-231.41822593863358,-23.489664418178677,-34.11115799031859,-57.05161381412527,2009-05-01,-0.0008164690000000003,0.02391546999999995,-0.009902123039761943,-0.008714798748677286,0,-0.0,0.0,-0.012496839999999993
12.71892029621037,-186.493632370598,-232.71022951100517,-22.910257398774327,-32.8947083320774,-55.30750733588786,2009-05-04,-0.004311555999999999,0.01696947299999995,-0.010094400293095275,-0.0088541085390212,0,-0.0,0.0,-0.016808395999999993
12.830196476060905,-186.57176691706192,-233.0383326650827,-22.765660912672327,-32.49909859791256,-54.74194295720089,2009-05-05,0.001944631,0.01770375699999995,-0.010072969038095275,-0.008993418329365115,0,0.0,0.0,-0.014863764999999992
12.932984752605932,-186.58710162471402,-233.2836149210463,-22.62317540779684,-32.062575066738184,-54.14521278024062,2009-05-06,1.6115000000000082e-05,0.01223252999999995,-0.009910072914428606,-0.009137722282248713,0,0.0,0.0,-0.014847649999999992
13.116036722853096,-186.5604086109253,-233.5058311312375,-22.40606938254983,-31.527799356954628,-53.441491469474066,2009-05-07,-0.001343284,0.01076149799999995,-0.009586243613000034,-0.009281836095687866,0,-0.0,0.0,-0.01619093399999999
13.988332892191837,-186.88904905393863,-234.04053561562316,-22.220036964208845,-30.90386869914104,-52.64184146994423,2009-05-08,-0.000850669,0.01568643199999995,-0.0095227559236667,-0.009417362554349242,0,-0.0,0.0,-0.01704160299999999
16.33207117184935,-187.5332870743108,-235.19192413057542,-21.68713312644622,-29.173790728420464,-50.40518151511012,2009-05-11,2.091000000000001e-05,0.01307120199999995,-0.009163660063666701,-0.009537468570085448,0,0.0,0.0,-0.01702069299999999
16.786195435345913,-187.5061445417908,-235.3851933779104,-21.55787535663359,-28.567191231696647,-49.65415938572213,2009-05-12,0.000219865,0.017884578999999953,-0.009431597285888925,-0.009654551362520065,0,0.0,0.0,-0.01680082799999999
17.220263777209937,-187.44508592392262,-235.60581778513827,-21.322083833210108,-28.045666279700537,-49.00800316874604,2009-05-13,-0.000906236,0.013716622999999952,-0.009711737545888928,-0.009745581483208652,0,-0.0,0.0,-0.01770706399999999
17.675028030192863,-187.37806136257427,-235.8072414079171,-21.067513518034566,-27.565075949153883,-48.40235516893768,2009-05-14,0.0013426070000000002,0.009934702999999953,-0.01083769090988893,-0.009760785257230573,0,0.0,0.0,-0.016364456999999992
17.818467802545232,-187.3715410817684,-236.1677312206113,-20.95931997812812,-27.015634063535586,-47.76672669849428,2009-05-15,-0.003715922,0.008995259999999953,-0.01083769090988893,-0.009789329043633443,0,-0.0,0.0,-0.020080378999999992
18.18351430095774,-187.1074602519418,-236.85232035711155,-20.638849510984272,-25.49062288719332,-45.972425843292896,2009-05-18,0.002354497,0.009787785999999955,-0.01174485114988893,-0.009871489656893459,0,0.0,0.0,-0.01772588199999999
18.559056192632056,-186.75788560799182,-236.85651677515656,-20.385531332849364,-24.95175481319816,-45.30075450280361,2009-05-19,0.00251541,0.004513913999999958,-0.01174485114988893,-0.009936037648248712,0,0.0,0.0,-0.015210471999999992
18.9115475740922,-186.48458297351857,-236.91276205256509,-20.140320595736625,-24.417813348345852,-44.64660311881771,2009-05-20,0.004721699999999997,0.0006403889999999586,-0.011871890506555597,-0.010035709679921425,0,0.0,0.0,-0.010488771999999995
19.28546368818681,-186.24861670030342,-237.1906785936927,-19.87859852367098,-24.01142415607333,-44.12075670878613,2009-05-21,0.004408052,-0.0030891200000000407,-0.011952616215444486,-0.010118115165483029,0,0.0,0.0,-0.006080719999999995
19.636246640580737,-186.0161617891838,-237.48670310304416,-19.625520436558414,-23.621871921101388,-43.58707699157334,2009-05-22,0.0031137429999999995,-0.005259795000000041,-0.011952616215444486,-0.010206570144219234,0,0.0,0.0,-0.0029669769999999956
20.412231757322928,-185.23645568877475,-238.11857517766526,-18.982030509792157,-22.578451297760328,-42.115411089975254,2009-05-25,0.0002475940000000001,-0.003155080000000042,-0.011346041652555594,-0.010298869204331101,0,0.0,0.0,-0.0027193829999999954
20.29911312986817,-185.0796527143928,-238.438094537651,-18.930044654092875,-22.164793239446958,-41.55748184720297,2009-05-26,-0.00044554799999999933,0.0012653879999999585,-0.011027526907555594,-0.010391168264442968,0,-0.0,0.0,-0.0031649309999999945
20.135388742817756,-184.92118763837502,-238.7489801072189,-18.891674140423056,-21.77492938701432,-41.05170325319929,2009-05-27,-0.005314799,-0.0038350040000000416,-0.011173813440888924,-0.010454582821560126,0,-0.0,0.0,-0.008479729999999994
19.851565915326628,-184.8476956119877,-239.11185883008503,-18.842605050531287,-21.362658127334683,-40.5505464325281,2009-05-28,0.003229309,-0.011666184000000041,-0.011157841094222257,-0.010502127323201094,0,0.0,0.0,-0.005250420999999995
19.731345644728805,-184.9442294356386,-239.68533060375447,-18.677415933292643,-20.963415488095666,-40.00157756906138,2009-05-29,0.007519379,-0.01115472500000004,-0.011209568302222257,-0.010556637850238887,0,0.0,0.0,0.002268958000000005
19.367796870048977,-184.94918679038372,-241.0069057723951,-18.21887818728229,-19.836720946235886,-38.451044042174814,2009-06-01,0.00014688000000000027,-0.018250813000000043,-0.007588900080000046,-0.01061643394807033,0,0.0,0.0,0.0024158380000000052
19.24205555575324,-184.87077211155963,-241.35685770962883,-18.081597013130775,-19.47863661393923,-37.958667247310274,2009-06-02,0.0046912360000000005,-0.008840330000000042,-0.006424248752222275,-0.010678693246282725,0,0.0,0.0,0.007107074000000006
19.12627094665348,-184.7404209569769,-241.62315341584568,-17.927527592266692,-19.11531391638582,-37.46581398336127,2009-06-03,-0.005001366000000001,-0.010159218000000043,-0.006521362798888942,-0.01056853977200835,0,-0.0,0.0,0.0021057080000000047
19.046841596528736,-184.59883440381253,-241.86760960418738,-17.776207549723992,-18.7788465220854,-37.01343118375066,2009-06-04,0.0007503990000000003,-0.0030472350000000457,-0.006259135242222276,-0.010393770651014397,0,0.0,0.0,0.0028561070000000053
19.59057989365843,-184.81607941765415,-242.45313669350918,-17.69267114650497,-18.41282280808894,-36.58204640499746,2009-06-05,-0.006814510999999998,0.0009415259999999547,-0.0038995601768254578,-0.010224646544385525,0,-0.0,0.0,-0.003958403999999993
21.061170246413354,-185.1506341742001,-243.76184653455903,-17.44325470550107,-17.396649554794156,-35.36284450477261,2009-06-08,-0.002321701,-0.003375235000000046,-0.003883371571269903,-0.010050792369518556,0,-0.0,0.0,-0.006280104999999992
21.511258416512106,-185.16028796078254,-244.134191170713,-17.432153085126938,-17.127935590907978,-34.990250678938175,2009-06-09,0.0049458440000000005,-0.002147083000000046,-0.003819286891269903,-0.00977999792017691,0,0.0,0.0,-0.001334260999999992
21.741722979094305,-185.00797705330933,-244.37314055934257,-17.413209792027487,-16.897225972590586,-34.65587526264981,2009-06-10,-0.002395365,-0.0061831820000000474,-0.003857636777936569,-0.009511455808158016,0,-0.0,0.0,-0.003729625999999992
21.931106912156167,-184.90245349054578,-244.61522308008125,-17.44801752626308,-16.59919372566883,-34.20649196295991,2009-06-11,0.003907141000000001,-0.002394549000000047,-0.003857636777936569,-0.009256961847567692,0,0.0,0.0,0.00017751500000000916
22.08751557982177,-184.67564352206654,-244.779722051098,-17.474047811437348,-16.312766824522235,-33.704703579551555,2009-06-12,-0.002825349,0.004668594999999952,-0.00387897381793657,-0.008991535156712818,0,-0.0,0.0,-0.002647833999999991
22.483246372526427,-183.82553584604526,-244.9446131633321,-17.448827604713685,-15.56144030102543,-32.34265148488761,2009-06-15,-0.0074978419999999985,0.0075831159999999505,-0.0039062901912699025,-0.008712768453476991,0,-0.0,0.0,-0.010145675999999989
22.818697280711408,-183.4097708114075,-244.87587597815033,-17.360162551589745,-15.320356490760693,-31.89964483933156,2009-06-16,0.0014150540000000002,0.005551424999999952,-0.0037115590212699018,-0.008381400972907831,0,0.0,0.0,-0.008730621999999988
23.140203460244923,-182.98806875700592,-244.81048518336388,-17.272022934745817,-15.068292049219925,-31.435832223822032,2009-06-17,0.003307936,0.004885351999999952,-0.0037844241223810144,-0.008051334272021211,0,0.0,0.0,-0.005422685999999988
23.43705398756748,-182.54720047911468,-244.6922351793131,-17.24134747062613,-14.798077028780279,-30.946320014114033,2009-06-18,-0.0005521720000000004,0.0077702729999999534,-0.0035564345607143485,-0.007668796551610781,0,-0.0,0.0,-0.005974857999999988
23.713701468513875,-182.08967322896726,-244.5307054390956,-17.2083130299238,-14.545620717274947,-30.47096323207364,2009-06-19,0.0005345269999999999,0.008220494999999953,-0.0035656096096032376,-0.007289728597919927,0,0.0,0.0,-0.005440330999999988
24.368192953049345,-180.61727622670008,-243.83161085109958,-17.02040440544393,-13.798018296765196,-29.110775215127678,2009-06-22,-0.0006157659999999997,0.009789288999999953,-0.003597449800714348,-0.00689375450526082,0,-0.0,0.0,-0.006056096999999988
24.48353759706856,-180.11649778233556,-243.57026220464982,-16.903961627512473,-13.536087078661225,-28.6632813708116,2009-06-23,-0.0019230810000000003,0.007513142999999953,-0.0032858014229365687,-0.006494373238315998,0,-0.0,0.0,-0.007979177999999988
24.585467561734053,-179.60040488806203,-243.2780119006368,-16.8161589812777,-13.262181768915116,-28.21476089069766,2009-06-24,0.0016591670000000002,0.009092540999999952,-0.0033344282362699033,-0.006096508170947897,0,0.0,0.0,-0.006320010999999987
24.88526341670413,-179.2222720756873,-243.10793572631871,-16.74601538107399,-13.00627152148607,-27.7562460609846,2009-06-25,-0.0008943310000000002,0.011255297999999954,-0.0029559471896032324,-0.0057126872076327054,0,-0.0,0.0,-0.007214341999999987
25.142708312993307,-178.82037456872692,-242.8869666887249,-16.686706701759277,-12.752422203659856,-27.30308991905677,2009-06-26,-0.001871083,0.011043282999999954,-0.003046949051825455,-0.00534634917566672,0,-0.0,0.0,-0.009085424999999987
25.77030646662169,-177.4489604975467,-241.93394762173816,-16.38201168254425,-11.99926714728567,-25.995237764411346,2009-06-29,-0.00031180100000000017,0.008888944999999954,-0.0024778877118254564,-0.004955022211319783,0,-0.0,0.0,-0.009397225999999988
25.797783431091947,-177.09279825917264,-241.73551900830654,-16.228309281550857,-11.842545027718028,-25.694173750151858,2009-06-30,0.000658339,0.011852600999999954,-0.0028073631440476803,-0.004568789256919935,0,0.0,0.0,-0.008738886999999987
25.775652782690006,-176.8279988968029,-241.608312674645,-16.09446089573724,-11.766434693361056,-25.423076682659197,2009-07-01,-0.0024048520000000003,0.008401014999999953,-0.003224419800714347,-0.0041529949430915165,0,-0.0,0.0,-0.011143738999999988
26.38359226044827,-176.92392799217419,-241.77005332899097,-15.915914435361024,-11.727815200425615,-25.18744729152812,2009-07-02,0.0044091170000000015,0.010200430999999953,-0.003044167502936569,-0.003925302708046165,0,0.0,0.0,-0.006734621999999986
26.955044592944173,-176.96906060954842,-241.8778910322497,-15.742732380176964,-11.686071066633929,-24.956649359891838,2009-07-03,-0.000568489,0.009777474999999952,-0.002998695187381014,-0.0037729299008315022,0,-0.0,0.0,-0.007303110999999986
28.449226584395863,-176.84826975953263,-241.86632369721522,-15.272721525535893,-11.54353922727258,-24.286427451683693,2009-07-06,0.00029747200000000056,0.008228552999999953,-0.00358433556582546,-0.003607349172452818,0,0.0,0.0,-0.007005638999999985
28.92874096226129,-176.68529993693318,-241.752926157858,-15.043192417877226,-11.420972158444798,-24.00135565142258,2009-07-07,0.0016670600000000006,0.007020141999999952,-0.00358433556582546,-0.0034520901222222814,0,0.0,0.0,-0.005338578999999985
29.43446790498001,-176.45480042332736,-241.58181891850344,-14.719726514899065,-11.268188233601744,-23.712453685129947,2009-07-08,0.0006290829999999999,0.004248903999999953,-0.0036090590774921273,-0.0034370794264603774,0,0.0,0.0,-0.004709495999999985
29.91633623983984,-176.19719445836202,-241.39496506882114,-14.443941725847495,-11.082722927687884,-23.395932985608287,2009-07-09,-0.001167213,0.0032250829999999524,-0.003625107310825461,-0.0034228396166773086,0,-0.0,0.0,-0.005876708999999985
