ESI_Global_normalised_madiff,EDI_EURUSD_spread_spotvma,EDI_G10_normalised_spotvma,EDI_Global_normalised_madiff,Date,RF,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret,
0.67920712,7.511635173,-9.495599651,-9.709405812,29/01/2016,0.003382127,-0.006098693,1,0.904761905,1,0.003382127,0.010949977,0.031529702,
0.300452935,8.083972894,-9.081157567,-10.27198951,01/02/2016,-0.001209944,-0.004984474,-1,0.904761905,1,-0.001209944,0.009740033,0.030319758,
0.166365039,8.293206176,-8.908174993,-10.46627496,02/02/2016,-0.000291308,0.003542167,-1,0.904761905,1,-0.000291308,0.009448725,0.03002845,
0.006930229,8.903625393,-9.10078516,-10.65466105,03/02/2016,-0.006762951,0.00580344,-1,0.80952381,1,-0.006762951,0.002685774,0.023265499,
-0.190332958,9.276848147,-9.279635899,-10.84403489,04/02/2016,-0.004935834,0.005977441,-1,0.714285714,1,-0.004935834,-0.00225006,0.018329665,
-0.367599045,9.236918985,-9.038458846,-10.99692034,05/02/2016,0.001434655,0.008281924,-1,0.714285714,1,0.001434655,-0.000815405,0.01976432,
-0.839599514,8.866937407,-8.613923627,-11.38807517,08/02/2016,-0.001727548,0.012731552,-1,0.619047619,1,-0.001727548,-0.002542953,0.018036772,
-0.980871274,7.640094813,-9.15525489,-11.51945491,09/02/2016,-0.003616742,0.020521295,-1,0.523809524,1,-0.003616742,-0.006159695,0.01442003,
-1.120063535,6.837455941,-9.607026048,-11.66499471,10/02/2016,0.000389069,0.020670023,-1,0.428571429,1,0.000389069,-0.005770626,0.014809099,
-1.250680568,6.377945225,-9.17557733,-11.77573232,11/02/2016,-0.001431882,0.016569972,-1,0.333333333,1,-0.001431882,-0.007202508,0.013377217,
-1.395686816,6.963806548,-8.785972737,-11.87611244,12/02/2016,0.002395658,0.012887787,-1,0.238095238,1,0.002395658,-0.00480685,0.015772875,
-1.825967886,6.803069735,-9.004151116,-12.1932966,15/02/2016,0.003772316,0.006984222,-1,0.142857143,1,0.003772316,-0.001034534,0.019545191,
-1.996530824,7.635659156,-9.327881601,-12.32229045,16/02/2016,0.001098233,0.005257337,-1,0.047619048,1,0.001098233,6.37E-05,0.020643424,
-2.153720526,7.831819105,-9.220127414,-12.46045968,17/02/2016,-0.000293213,0.005870122,-1,-0.047619048,0,0,6.37E-05,0.020350211,
-2.310019092,7.324210237,-8.802709318,-12.56321705,18/02/2016,0.000974815,0.007664308,-1,-0.142857143,0,0,6.37E-05,0.021325026,
-2.446436615,5.737699926,-7.964926836,-12.62912753,19/02/2016,-0.000831126,0.005519479,-1,-0.238095238,0,0,6.37E-05,0.0204939,
-2.852746039,2.089844462,-9.778989842,-12.88089297,22/02/2016,0.001885788,0.004958086,-1,-0.333333333,0,0,6.37E-05,0.022379688,
-3.016322951,1.896735961,-10.60048713,-13.04226801,23/02/2016,-0.000585394,0.004705818,-1,-0.428571429,0,0,6.37E-05,0.021794294,
-3.176789564,2.685620415,-10.91839162,-13.21450325,24/02/2016,-0.000423371,0.004871461,-1,-0.523809524,0,0,6.37E-05,0.021370923,
-3.297113067,1.261463713,-9.580718033,-13.3350673,25/02/2016,-0.000146785,0.002869301,-1,-0.619047619,0,0,6.37E-05,0.021224138,
-3.428549794,-1.977547477,-9.020376362,-13.4184511,26/02/2016,0.000762407,-0.002354807,-1,-0.714285714,0,0,6.37E-05,0.021986545,
-3.770079359,-3.87274265,-10.10386026,-13.68290558,29/02/2016,0.001651931,-0.004377302,-1,-0.80952381,0,0,6.37E-05,0.023638476,
-3.878406484,-4.444444411,-8.55349503,-13.7392069,01/03/2016,0.000582589,-0.007154879,-1,-0.904761905,0,0,6.37E-05,0.024221065,
-3.982858207,-4.660913449,-8.076552188,-13.77644099,02/03/2016,0.000822911,-0.009221201,-1,-1,0,0,6.37E-05,0.025043976,
-4.138453759,-3.185805795,-8.024413806,-13.81085686,03/03/2016,0.00176369,-0.006238413,-1,-1,0,0,6.37E-05,0.026807666,
-4.301285916,-2.889054551,-8.189921905,-13.84657604,04/03/2016,-0.002674561,-0.008059053,-1,-1,0,0,6.37E-05,0.024133105,
-4.749240175,-2.635129464,-7.960590824,-13.9442267,07/03/2016,0.001608656,-0.0088961,-1,-1,0,0,6.37E-05,0.025741761,
-4.925939256,-0.624597281,-7.067575711,-14.00181912,08/03/2016,0.000576935,-0.00859654,-1,-1,0,0,6.37E-05,0.026318696,
-5.091168855,-0.957002285,-7.096432486,-14.05728435,09/03/2016,0.000832886,-0.017167719,-1,-1,0,0,6.37E-05,0.027151582,
-5.249117342,-1.462177619,-6.515675107,-14.10959742,10/03/2016,0.008178812,-0.016057068,-1,-1,0,0,6.37E-05,0.035330394,
-5.44183627,-1.410225739,-6.427853503,-14.17274326,11/03/2016,-0.001283154,-0.013952563,-1,-1,0,0,6.37E-05,0.03404724,
-5.980432429,-0.662585857,-4.82111006,-14.26882687,14/03/2016,-0.001704393,-0.01456197,1,-1,0,0,6.37E-05,0.032342847,
-6.138196237,-1.022098263,-4.440195561,-14.22426239,15/03/2016,9.01E-05,-0.009643985,1,-1,0,0,6.37E-05,0.032432978,
-6.290759406,-1.238146941,-3.896883532,-14.17747298,16/03/2016,-0.004805332,-0.008566745,1,-0.904761905,0,0,6.37E-05,0.027627646,
-6.440559929,-0.985258216,-3.358525873,-14.09598826,17/03/2016,-0.002020098,-0.010674294,1,-0.80952381,0,0,6.37E-05,0.025607548,
-6.580507902,-0.803421782,-3.375130868,-14.02089192,18/03/2016,0.0015876,-0.009608083,1,-0.714285714,0,0,6.37E-05,0.027195148,
-6.948786133,0.352787613,-4.0726071,-13.83345372,21/03/2016,0.00096306,-0.010520588,1,-0.619047619,0,0,6.37E-05,0.028158208,
-7.071197442,2.778364089,-3.017764622,-13.75609627,22/03/2016,-0.000259041,-0.008904239,1,-0.523809524,0,0,6.37E-05,0.027899167,
-7.180488667,2.698119517,-2.993999331,-13.66594711,23/03/2016,-0.001146787,-0.006083294,1,-0.428571429,0,0,6.37E-05,0.02675238,
-7.301261582,4.215719228,-3.947834541,-13.61195486,24/03/2016,-0.000675639,-0.006921199,-1,-0.333333333,0,0,6.37E-05,0.026076741,
-7.414320149,4.16519596,-3.921300929,-13.55759497,25/03/2016,1.89E-05,-0.004495351,-1,-0.238095238,0,0,6.37E-05,0.026095599,
-7.707091281,2.680094417,-3.167821904,-13.34197088,28/03/2016,-0.001239753,0.000145915,1,-0.238095238,0,0,6.37E-05,0.024855846,
-7.78058908,2.775597111,-3.284960125,-13.25271433,29/03/2016,-0.003572177,0.001446626,1,-0.238095238,0,0,6.37E-05,0.021283669,
-7.890519578,2.24441122,-3.682028204,-13.18568552,30/03/2016,-0.001439906,0.000365871,1,-0.142857143,0,0,6.37E-05,0.019843763,
-7.960231952,4.699546472,-1.862305758,-13.04430298,31/03/2016,-0.001954666,0.002940988,1,-0.047619048,0,0,6.37E-05,0.017889097,
-8.040013756,4.497155311,-2.613570023,-12.84588949,01/04/2016,-0.000302632,0.004968024,-1,0.047619048,1,-0.000302632,-0.000238933,0.017586465,
-8.268155802,4.331934214,-2.731987441,-12.29029249,04/04/2016,0.000308227,0.005622287,-1,0.142857143,1,0.000308227,6.93E-05,0.017894692,
-8.373309956,1.897748401,-4.396224194,-12.17059473,05/04/2016,-0.000211984,0.006976756,-1,0.142857143,1,-0.000211984,-0.00014269,0.017682708,
-8.478479748,2.615225689,-4.021039056,-12.04303768,06/04/2016,-0.000260112,0.006515857,-1,0.142857143,1,-0.000260112,-0.000402802,0.017422596,
-8.56998215,2.492716544,-3.752699159,-11.90195623,07/04/2016,0.001132446,0.007619828,1,0.142857143,1,0.001132446,0.000729644,0.018555042,
-8.643854803,2.62586653,-3.387276569,-11.75200171,08/04/2016,-0.000392367,0.007360716,1,0.142857143,1,-0.000392367,0.000337277,0.018162675,
-8.848220799,2.539898816,-3.157436878,-11.3011072,11/04/2016,-0.000172503,0.008799012,1,0.238095238,1,-0.000172503,0.000164774,0.017990172,
-8.919411889,2.883693138,-3.272557223,-11.11177759,12/04/2016,0.000400112,0.007801262,-1,0.333333333,1,0.000400112,0.000564886,0.018390284,
-8.958799824,3.224394584,-3.823497198,-10.94061791,13/04/2016,-0.000519276,0.008110432,-1,0.428571429,1,-0.000519276,4.56E-05,0.017871008,
-8.992329233,4.058709236,-4.345747125,-10.7958161,14/04/2016,0.000112653,0.009041515,-1,0.333333333,1,0.000112653,0.000158263,0.017983661,
-9.071042826,5.064558971,-5.213120986,-10.6406293,15/04/2016,-0.000942858,0.009741501,-1,0.238095238,1,-0.000942858,-0.000784595,0.017040803,
-9.276402982,5.131944923,-5.19326648,-10.21477397,18/04/2016,-0.000519949,0.004893116,-1,0.142857143,1,-0.000519949,-0.001304544,0.016520854,
-9.35563593,8.237601199,-7.008273775,-10.18604969,19/04/2016,0.002029271,0.005712215,-1,0.047619048,1,0.002029271,0.000724727,0.018550125,
-9.457839603,8.102761176,-7.411268056,-10.17317587,20/04/2016,-0.001171546,0.004649891,-1,-0.047619048,0,0,0.000724727,0.017378579,
-9.556849148,8.191908691,-7.713118344,-10.1733696,21/04/2016,0.000469562,0.002262767,-1,-0.142857143,0,0,0.000724727,0.017848141,
-9.664948096,7.894208697,-8.079998053,-10.1771596,22/04/2016,0.002145306,0.000326226,-1,-0.238095238,0,0,0.000724727,0.019993447,
-9.945722076,7.494393659,-8.147607198,-10.17416535,25/04/2016,-0.000819047,-0.000222575,-1,-0.333333333,0,0,0.000724727,0.0191744,
-10.01962685,8.553866257,-8.895366589,-10.19409662,26/04/2016,0.001186095,-0.001415342,-1,-0.333333333,0,0,0.000724727,0.020360495,
-10.09285098,8.516624837,-9.088613079,-10.22009543,27/04/2016,0.001069089,-0.000171455,-1,-0.333333333,0,0,0.000724727,0.021429584,
-10.14414092,9.690485495,-7.797081674,-10.19806582,28/04/2016,-0.000139195,0.003262529,-1,-0.428571429,0,0,0.000724727,0.021290389,
-10.18127902,9.241158347,-7.962359837,-10.18857967,29/04/2016,-0.003035421,0.001136626,-1,-0.523809524,0,0,0.000724727,0.018254968,
-10.28396422,9.577131892,-7.753885363,-10.17542141,02/05/2016,0.002272485,0.000507719,-1,-0.619047619,0,0,0.000724727,0.020527453,
-10.30291724,9.440282401,-7.704556537,-10.20143629,03/05/2016,0.002335263,0.001229574,-1,-0.714285714,0,0,0.000724727,0.022862716,
-10.31852596,8.112239456,-7.517255375,-10.23267151,04/05/2016,0.000442279,-0.004054681,-1,-0.714285714,0,0,0.000724727,0.023304995,
-10.33736547,8.497959838,-7.790849626,-10.27729537,05/05/2016,0.001094357,-0.003978292,-1,-0.714285714,0,0,0.000724727,0.024399352,
-10.36686103,9.678080092,-8.626635403,-10.35812763,06/05/2016,0.000671547,-0.004705079,-1,-0.714285714,0,0,0.000724727,0.025070899,
-10.42031137,9.704039587,-7.848541141,-10.55968647,09/05/2016,0.000711604,-0.002794343,-1,-0.714285714,0,0,0.000724727,0.025782503,
-10.42940308,8.279889735,-7.567895596,-10.60537125,10/05/2016,-0.000431615,-0.004693041,-1,-0.80952381,0,0,0.000724727,0.025350888,
-10.4378738,8.174965146,-7.461025232,-10.64994689,11/05/2016,0.001838408,-0.005403839,-1,-0.904761905,0,0,0.000724727,0.027189296,
-10.46790247,8.594535236,-8.20944364,-10.75767126,12/05/2016,-0.001517026,-0.00428796,-1,-1,0,0,0.000724727,0.02567227,
-10.48921666,7.623307713,-7.149289193,-10.85892063,13/05/2016,0.000421823,-0.007645325,-1,-1,0,0,0.000724727,0.026094093,
-10.51535882,7.977712767,-7.350967997,-11.16319892,16/05/2016,-1.18E-05,-0.005521851,-1,-1,0,0,0.000724727,0.026082318,
-10.49834141,6.408258821,-6.322923325,-11.24754848,17/05/2016,0.000180037,-0.004017651,-1,-1,0,0,0.000724727,0.026262355,
-10.47914853,6.342091879,-5.237024824,-11.28528243,18/05/2016,-0.002819114,-0.002225802,-1,-1,0,0,0.000724727,0.023443241,
-10.44367329,5.996142805,-4.195764457,-11.27651611,19/05/2016,-0.000352447,-0.002101496,-1,-1,0,0,0.000724727,0.023090794,
-10.40670203,5.92698042,-4.097274832,-11.26386638,20/05/2016,-0.000592762,-0.00443353,-1,-1,0,0,0.000724727,0.022498032,
-10.33183028,5.841469723,-4.610041081,-11.23952258,23/05/2016,-0.000241818,0.001678172,-1,-1,0,0,0.000724727,0.022256214,
-10.30052542,2.455556072,-2.894572037,-11.18189977,24/05/2016,-0.002755588,0.0042249,1,-1,0,0,0.000724727,0.019500626,
-10.26545082,3.09488039,-2.461228616,-11.11526414,25/05/2016,0.000637294,-0.005930626,1,-1,0,0,0.000724727,0.02013792,
-10.22124353,2.532158232,-2.11549877,-11.02006241,26/05/2016,-0.000123678,-0.007751028,1,-0.904761905,0,0,0.000724727,0.020014242,
-10.19186613,2.420555146,-2.874837288,-10.9492783,27/05/2016,0.001104692,-0.005692602,1,-0.80952381,0,0,0.000724727,0.021118934,
-10.0989459,2.439516982,-2.85415637,-10.74323945,30/05/2016,0.000398563,-0.006707299,1,-0.714285714,0,0,0.000724727,0.021517497,
-10.01741702,1.744774386,-0.547503351,-10.5749586,31/05/2016,0.000146582,-0.008727129,1,-0.619047619,0,0,0.000724727,0.021664079,
-9.955718718,1.230484234,-0.620214887,-10.40878607,01/06/2016,0.001706356,-0.008499071,1,-0.523809524,0,0,0.000724727,0.023370435,
-9.871358626,1.150327205,-0.5790162,-10.21150455,02/06/2016,0.001164134,-0.003811503,1,-0.428571429,0,0,0.000724727,0.024534569,
-9.789632123,3.166772386,-1.988431449,-10.0747182,03/06/2016,-0.004189898,-0.007950114,1,-0.333333333,0,0,0.000724727,0.020344671,
-9.563792884,2.775505751,-2.220516554,-9.700026181,06/06/2016,0.000747936,-0.006787969,1,-0.238095238,0,0,0.000724727,0.021092607,
-9.49848421,2.824075128,-2.234482831,-9.577626844,07/06/2016,-1.52E-05,-0.009601941,1,-0.142857143,0,0,0.000724727,0.021077424,
-9.409825746,2.280732944,-2.51843889,-9.485209045,08/06/2016,0.001479121,-0.009646003,1,-0.047619048,0,0,0.000724727,0.022556545,
-9.3286254,2.470925861,-2.68882073,-9.399965554,09/06/2016,-6.03E-05,-0.007397203,1,0.047619048,1,-6.03E-05,0.000664437,0.022496255,
-9.26711829,2.716544053,-2.22152454,-9.328578628,10/06/2016,-0.002227824,-0.00876784,1,0.142857143,1,-0.002227824,-0.001563387,0.020268431,
-9.110492508,2.672266578,-2.192626422,-9.178705934,13/06/2016,0.001537702,-0.004126589,1,0.238095238,1,0.001537702,-2.57E-05,0.021806133,
-9.064689425,2.860717781,-2.083987946,-9.163236789,14/06/2016,-0.00336914,-0.005660249,1,0.333333333,1,-0.00336914,-0.003394825,0.018436993,
-9.012809529,3.123358686,-2.111449233,-9.15310745,15/06/2016,0.002303511,-0.00766298,1,0.428571429,1,0.002303511,-0.001091314,0.020740504,
-8.961665102,2.980794592,-1.793631892,-9.142453264,16/06/2016,-0.001314914,-0.007409392,1,0.523809524,1,-0.001314914,-0.002406228,0.01942559,
-8.902722568,2.801981397,-1.806623675,-9.117971787,17/06/2016,0.001439402,-0.009304701,1,0.619047619,1,0.001439402,-0.000966826,0.020864992,
-8.751804007,2.762828572,-2.162682899,-9.061128753,20/06/2016,-0.000468456,-0.007040327,1,0.714285714,1,-0.000468456,-0.001435282,0.020396536,
-8.705798498,4.128776596,-1.185574599,-9.018571591,21/06/2016,-0.002573852,-0.0098146,1,0.80952381,1,-0.002573852,-0.004009134,0.017822684,
-8.651281705,4.077326057,-0.977044012,-8.968428245,22/06/2016,0.003356114,-0.015077777,1,0.904761905,1,0.003356114,-0.00065302,0.021178798,
-8.596481828,4.900712505,-1.359773316,-8.928368378,23/06/2016,0.003184022,-0.004104422,1,1,1,0.003184022,0.002531002,0.02436282,
-8.533680151,6.653920378,-1.552949113,-8.890051042,24/06/2016,-0.010279204,-0.003767167,1,1,1,-0.010279204,-0.007748202,0.014083616,
-8.346617235,6.402907439,-1.522610441,-8.767473996,27/06/2016,-0.00071571,-0.003288712,1,1,1,-0.00071571,-0.008463912,0.013367906,
-8.298327637,5.389813299,-1.398248185,-8.718541575,28/06/2016,0.002456989,-0.00115987,1,1,1,0.002456989,-0.006006923,0.015824895,
-8.249142825,5.461954617,-1.119847368,-8.659636329,29/06/2016,-0.000868115,-0.003187993,1,1,1,-0.000868115,-0.006875038,0.01495678,
-8.202497269,6.166325779,-1.431931579,-8.583781011,30/06/2016,-0.000313474,-0.004399121,1,1,1,-0.000313474,-0.007188512,0.014643306,
-8.108396731,5.664960695,0.552423364,-8.491438269,01/07/2016,0.001392192,-0.005885975,1,1,1,0.001392192,-0.00579632,0.016035498,
-7.844043924,5.324412416,0.125473134,-8.240438074,04/07/2016,0.00049767,-0.00287236,1,1,1,0.00049767,-0.00529865,0.016533168,
-7.793731128,6.597219876,0.369967546,-8.153926687,05/07/2016,-0.003390675,-0.004859453,1,1,1,-0.003390675,-0.008689325,0.013142493,
-7.740097134,4.974662373,1.016062793,-8.045151328,06/07/2016,0.001146962,-0.005209523,1,1,1,0.001146962,-0.007542363,0.014289455,
-7.690039569,3.438682121,1.207643238,-7.9342675,07/07/2016,-0.001334851,-0.005188619,1,1,1,-0.001334851,-0.008877214,0.012954604,
-7.615837639,1.237920592,1.812594179,-7.795271884,08/07/2016,-0.000104352,-0.003981632,1,1,1,-0.000104352,-0.008981566,0.012850252,
-7.40856267,0.990515261,1.296099261,-7.421321438,11/07/2016,2.10E-05,-0.001330308,1,1,1,2.10E-05,-0.00896059,0.012871228,
-7.360980669,0.958398143,1.289656591,-7.313775429,12/07/2016,0.000167065,-0.004362148,1,1,1,0.000167065,-0.008793525,0.013038293,
-7.326912149,0.608759973,1.011436499,-7.21316614,13/07/2016,0.001272111,-0.004261806,1,1,1,0.001272111,-0.007521414,0.014310404,
-7.282451371,0.312151568,1.198373258,-7.111036791,14/07/2016,0.000769851,-3.42E-05,1,1,1,0.000769851,-0.006751563,0.015080255,
-7.246066284,-0.828738195,2.084091991,-6.9377312,15/07/2016,-0.003317645,0.002014333,1,1,1,-0.003317645,-0.010069208,0.01176261,
-7.134912609,-0.412515442,1.699016277,-6.467917261,18/07/2016,0.00169299,0.004613709,1,1,1,0.00169299,-0.008376218,0.0134556,
-7.094682398,-2.372538588,1.145442947,-6.342342003,19/07/2016,-0.002363765,0.004413249,1,1,1,-0.002363765,-0.010739983,0.011091835,
-7.055874263,-2.287848623,1.160991853,-6.219729966,20/07/2016,-0.000309478,0.005062703,1,1,1,-0.000309478,-0.011049461,0.010782357,
-7.019092877,-3.05188529,1.863381722,-6.074926984,21/07/2016,0.000581841,0.007688896,1,1,1,0.000581841,-0.01046762,0.011364198,
-6.990016175,-1.8929556,3.835646897,-5.867768645,22/07/2016,-0.002079155,0.006195363,1,1,1,-0.002079155,-0.012546775,0.009285043,
-6.904247917,-1.17005255,4.929052237,-5.245243986,25/07/2016,0.000694151,0.006236271,1,1,1,0.000694151,-0.011852624,0.009979194,
-6.853160607,-2.038130071,5.493298782,-4.985967708,26/07/2016,-0.000378455,0.003517536,1,1,1,-0.000378455,-0.012231079,0.009600739,
-6.815808189,0.306088383,5.13974616,-4.743432195,27/07/2016,0.002935444,0.004196488,1,1,1,0.002935444,-0.009295635,0.012536183,
-6.769830494,2.236808972,6.13455049,-4.47736886,28/07/2016,0.001260727,0.006756948,1,1,1,0.001260727,-0.008034908,0.01379691,
-6.713004703,7.233937633,3.6875759,-4.302441079,29/07/2016,-0.002341597,0.004913378,1,1,1,-0.002341597,-0.010376505,0.011455313,
-6.525815557,7.487580078,3.197705289,-3.781154724,01/08/2016,0.000181064,0.005536437,1,1,1,0.000181064,-0.010195441,0.011636377,
-6.438722032,7.043283952,3.25694248,-3.598157077,02/08/2016,-0.000989184,0.004294361,1,1,1,-0.000989184,-0.011184625,0.010647193,
-6.370108597,7.46692224,3.478979805,-3.407814598,03/08/2016,-0.00037706,0.003694278,1,1,1,-0.00037706,-0.011561685,0.010270133,
-6.327712372,6.876367318,3.718985779,-3.226000868,04/08/2016,-0.000840131,0.005941529,1,1,1,-0.000840131,-0.012401816,0.009430002,
-6.282861155,5.344211718,3.363519869,-3.050254728,05/08/2016,-0.001684921,0.00187101,1,1,1,-0.001684921,-0.014086737,0.007745081,
-6.136857934,5.375717032,3.457500296,-2.571947482,08/08/2016,-8.34E-05,0.000995816,1,1,1,-8.34E-05,-0.014170185,0.007661633,
-6.078649952,5.095084705,3.171862656,-2.428490006,09/08/2016,0.001227963,-0.00284928,1,1,1,0.001227963,-0.012942222,0.008889596,
-6.014078912,4.969655559,3.662624152,-2.27113552,10/08/2016,0.002818389,0.000521732,1,1,1,0.002818389,-0.010123833,0.011707985,
-5.922353451,4.943119695,3.654164096,-2.094993789,11/08/2016,-0.001759729,-0.000622727,1,1,1,-0.001759729,-0.011883562,0.009948256,
-5.886735404,6.240874535,2.908165455,-1.986762461,12/08/2016,0.000870193,-0.000752172,1,1,1,0.000870193,-0.011013369,0.010818449,
-5.759466993,6.13574968,2.145117569,-1.747387595,15/08/2016,0.000910009,-0.005851294,1,1,1,0.000910009,-0.01010336,0.011728458,
-5.708062267,6.157118943,1.969496376,-1.716150751,16/08/2016,0.003741475,-0.005860919,1,1,1,0.003741475,-0.006361885,0.015469933,
-5.642133395,6.075082589,2.454567874,-1.672574198,17/08/2016,0.000235611,-0.00184086,1,1,1,0.000235611,-0.006126274,0.015705544,
-5.605413882,5.888546357,2.794996655,-1.622592029,18/08/2016,-0.000509938,-0.002855087,1,1,1,-0.000509938,-0.006636212,0.015195606,
-5.566584112,5.812705673,2.064261832,-1.599660332,19/08/2016,0.001231295,-0.003417849,1,1,1,0.001231295,-0.005404917,0.016426901,
-5.447723994,5.475220713,2.078280184,-1.52220935,22/08/2016,0.000547038,-0.001041228,1,1,1,0.000547038,-0.004857879,0.016973939,
-5.383710166,3.769293472,3.580918172,-1.433508593,23/08/2016,-0.000799382,0.000220434,1,1,1,-0.000799382,-0.005657261,0.016174557,
-5.318400479,3.762164459,3.452234783,-1.35137034,24/08/2016,-0.000337547,-0.000123325,1,1,1,-0.000337547,-0.005994808,0.01583701,
-5.247723854,1.835770431,2.694510815,-1.306211811,25/08/2016,0.000216709,-0.002842572,1,1,1,0.000216709,-0.005778099,0.016053719,
-5.193202411,2.088654025,2.571599085,-1.273644395,26/08/2016,0.001939679,-0.00177767,1,1,1,0.001939679,-0.00383842,0.017993398,
-5.053280509,1.364253137,1.958266103,-1.200387085,29/08/2016,0.000218863,4.11E-05,1,1,1,0.000218863,-0.003619557,0.018212261,
-5.017986511,-0.834368207,0.847726326,-1.239757038,30/08/2016,-0.001662506,0.000341891,1,1,1,-0.001662506,-0.005282063,0.016549755,
-4.979687464,-2.477140529,-0.119223641,-1.332409995,31/08/2016,-0.000366125,0.001216374,1,1,1,-0.000366125,-0.005648188,0.01618363,
-4.917955669,-0.637354713,-1.568071806,-1.456224441,01/09/2016,-0.001619136,0.003361561,1,1,1,-0.001619136,-0.007267324,0.014564494,
-4.814415587,0.312721526,-2.054215261,-1.586271578,02/09/2016,-0.001440214,0.002490944,1,1,1,-0.001440214,-0.008707538,0.01312428,
-4.540549182,-0.135067741,-2.01938864,-1.954512658,05/09/2016,0.00056233,0.005997399,1,1,1,0.00056233,-0.008145208,0.01368661,
-4.4831252,1.306505145,-2.943364627,-2.13546509,06/09/2016,-0.004153967,0.003291846,1,1,1,-0.004153967,-0.012299175,0.009532643,
-4.430154054,0.115953762,-3.292042911,-2.331648405,07/09/2016,0.000352769,0.002535417,1,1,1,0.000352769,-0.011946406,0.009885412,
-4.378338916,-0.07006046,-2.770955583,-2.528671759,08/09/2016,-0.001026707,-0.000875202,1,1,1,-0.001026707,-0.012973113,0.008858705,
-4.324706951,-0.824524578,-3.160665045,-2.753258318,09/09/2016,0.001611283,-0.003908106,1,1,1,0.001611283,-0.01136183,0.010469988,
-4.185992591,-0.697893674,-2.353942612,-3.373419274,12/09/2016,-0.000274266,-0.006278795,1,1,1,-0.000274266,-0.011636096,0.010195722,
-4.182774325,-0.584722807,-2.627181439,-3.586541047,13/09/2016,0.000780564,-0.006197973,1,1,1,0.000780564,-0.010855532,0.010976286,
-4.190089398,-0.402336687,-2.386804687,-3.782111791,14/09/2016,-0.001357647,-0.006362176,1,1,1,-0.001357647,-0.012213179,0.009618639,
-4.206300732,0.409424946,-3.043306489,-3.982396946,15/09/2016,0.000225986,-0.010585286,1,1,1,0.000225986,-0.011987193,0.009844625,
-4.206870794,-1.001578177,-2.021937756,-4.141772863,16/09/2016,0.003510121,-0.012300894,1,1,1,0.003510121,-0.008477072,0.013354746,
-4.179223492,-2.190891663,-0.971285504,-4.537164729,19/09/2016,0.000217068,-0.012432515,1,1,1,0.000217068,-0.008260004,0.013571814,
-4.157333548,-0.907703491,-1.839225254,-4.666154825,20/09/2016,-1.57E-05,-0.016098901,1,1,1,-1.57E-05,-0.008275728,0.01355609,
-4.145073843,-0.870427528,-3.091804202,-4.831176378,21/09/2016,0.001577239,-0.018354079,1,1,1,0.001577239,-0.006698489,0.015133329,
-4.133840365,0.053943458,-3.679623065,-5.008938532,22/09/2016,0.000924115,-0.017959813,1,1,1,0.000924115,-0.005774374,0.016057444,
-4.125933631,0.831480173,-3.114803656,-5.15819722,23/09/2016,-0.00012705,-0.017679279,1,1,1,-0.00012705,-0.005901424,0.015930394,
-4.070115435,2.536861653,-1.597815711,-5.489886959,26/09/2016,-0.000779568,-0.019768682,1,1,1,-0.000779568,-0.006680992,0.015150826,
-4.019602108,2.228125764,-1.475886727,-5.529281554,27/09/2016,0.001283765,-0.019501118,1,1,1,0.001283765,-0.005397227,0.016434591,
-3.980398488,2.059260109,-1.115163757,-5.552152607,28/09/2016,0.000156267,-0.022814003,1,1,1,0.000156267,-0.00524096,0.016590858,
-3.941533609,4.235469175,0.908457704,-5.503681756,29/09/2016,-6.53E-05,-0.021292975,1,1,1,-6.53E-05,-0.005306297,0.016525521,
-3.845300784,4.132383192,1.294485939,-5.437040853,30/09/2016,-0.000744653,-0.020305045,1,1,1,-0.000744653,-0.00605095,0.015780868,
-3.584202134,3.560496992,1.778364208,-5.229766753,03/10/2016,0.000704973,-0.021056988,1,1,1,0.000704973,-0.005345977,0.016485841,
-3.48176832,3.512309529,1.91319105,-5.145316806,04/10/2016,-0.000308287,-0.020687025,1,1,1,-0.000308287,-0.005654264,0.016177554,
-3.387168465,1.559507512,3.280492043,-5.012268488,05/10/2016,-0.000647512,-0.019196145,1,1,1,-0.000647512,-0.006301776,0.015530042,
-3.286995398,1.529548231,3.553566343,-4.875927575,06/10/2016,-0.002352784,-0.015182949,1,1,1,-0.002352784,-0.00865456,0.013177258,
-3.180166182,3.405339195,3.936759068,-4.722135234,07/10/2016,-0.001783136,-0.014764393,1,1,1,-0.001783136,-0.010437696,0.011394122,
-2.882369061,4.697102151,4.44478324,-4.269672222,10/10/2016,-0.001799336,-0.011535776,1,1,1,-0.001799336,-0.012237032,0.009594786,
-2.778694022,5.220087989,4.952508493,-4.087900503,11/10/2016,-0.00330717,-0.010736754,1,1,1,-0.00330717,-0.015544202,0.006287616,
-2.683306062,5.71040182,4.842670805,-3.925177055,12/10/2016,-0.001590125,-0.01075654,1,1,1,-0.001590125,-0.017134327,0.004697491,
-2.594726083,5.37478668,4.946274122,-3.800925715,13/10/2016,-0.001276825,-0.015589357,1,1,1,-0.001276825,-0.018411152,0.003420666,
-2.505965815,5.526758221,4.633817118,-3.701728547,14/10/2016,6.18E-05,-0.015266661,1,1,1,6.18E-05,-0.018349369,0.003482449,
