ESI_Global_normalised_madiff,EDI_EURUSD_spread_spotvma,EDI_G10_normalised_spotvma,EDI_Global_normalised_madiff,Date,SVM,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret,
-1.250680568,6.377945225,-9.17557733,-11.77573232,11/02/2016,-0.000618151,-0.005235872,-1,0.333333333,1,-0.000618151,-0.004988768,-0.059451309,
-1.395686816,6.963806548,-8.785972737,-11.87611244,12/02/2016,0.000845847,-0.006267198,-1,0.238095238,1,0.000845847,-0.004142921,-0.058605462,
-1.825967886,6.803069735,-9.004151116,-12.1932966,15/02/2016,0.001071969,-0.004191264,-1,0.142857143,1,0.001071969,-0.003070952,-0.057533493,
-1.996530824,7.635659156,-9.327881601,-12.32229045,16/02/2016,-6.43E-05,-0.002247921,-1,0.047619048,1,-6.43E-05,-0.003135262,-0.057597803,
-2.153720526,7.831819105,-9.220127414,-12.46045968,17/02/2016,-0.000277079,-0.002816918,-1,-0.047619048,0,0,-0.003135262,-0.057874882,
-2.310019092,7.324210237,-8.802709318,-12.56321705,18/02/2016,-0.000520246,-0.004344163,-1,-0.142857143,0,0,-0.003135262,-0.058395128,
-2.446436615,5.737699926,-7.964926836,-12.62912753,19/02/2016,0.000788147,-0.00064801,-1,-0.238095238,0,0,-0.003135262,-0.057606981,
-2.852746039,2.089844462,-9.778989842,-12.88089297,22/02/2016,-0.004264234,-0.001180552,-1,-0.333333333,0,0,-0.003135262,-0.061871215,
-3.016322951,1.896735961,-10.60048713,-13.04226801,23/02/2016,-0.000309094,-0.00110467,-1,-0.428571429,0,0,-0.003135262,-0.062180309,
-3.176789564,2.685620415,-10.91839162,-13.21450325,24/02/2016,-0.000123716,-0.001703985,-1,-0.523809524,0,0,-0.003135262,-0.062304025,
-3.297113067,1.261463713,-9.580718033,-13.3350673,25/02/2016,0.000144337,0.003201815,-1,-0.619047619,0,0,-0.003135262,-0.062159688,
-3.428549794,-1.977547477,-9.020376362,-13.4184511,26/02/2016,-0.003666047,0.008833876,1,-0.714285714,0,0,-0.003135262,-0.065825735,
-3.770079359,-3.87274265,-10.10386026,-13.68290558,29/02/2016,-0.001768811,0.011102186,1,-0.80952381,0,0,-0.003135262,-0.067594546,
-3.878406484,-4.444444411,-8.55349503,-13.7392069,01/03/2016,-0.000552702,0.01300643,1,-0.80952381,0,0,-0.003135262,-0.068147248,
-3.982858207,-4.660913449,-8.076552188,-13.77644099,02/03/2016,4.88E-05,0.01120522,1,-0.80952381,0,0,-0.003135262,-0.068098441,
-4.138453759,-3.185805795,-8.024413806,-13.81085686,03/03/2016,0.002146131,0.00957438,1,-0.714285714,0,0,-0.003135262,-0.06595231,
-4.301285916,-2.889054551,-8.189921905,-13.84657604,04/03/2016,0.001651083,0.009342438,1,-0.619047619,0,0,-0.003135262,-0.064301227,
-4.749240175,-2.635129464,-7.960590824,-13.9442267,07/03/2016,-5.22E-05,0.010217685,1,-0.523809524,0,0,-0.003135262,-0.064353421,
-4.925939256,-0.624597281,-7.067575711,-14.00181912,08/03/2016,-0.000347835,0.009758034,1,-0.428571429,0,0,-0.003135262,-0.064701256,
-5.091168855,-0.957002285,-7.096432486,-14.05728435,09/03/2016,-0.000514564,0.008888028,-1,-0.333333333,0,0,-0.003135262,-0.06521582,
-5.249117342,-1.462177619,-6.515675107,-14.10959742,10/03/2016,0.001864503,0.009382686,-1,-0.238095238,0,0,-0.003135262,-0.063351317,
-5.44183627,-1.410225739,-6.427853503,-14.17274326,11/03/2016,-0.000190539,0.008830448,-1,-0.238095238,0,0,-0.003135262,-0.063541856,
-5.980432429,-0.662585857,-4.82111006,-14.26882687,14/03/2016,-0.000299478,0.004486888,1,-0.238095238,0,0,-0.003135262,-0.063841334,
-6.138196237,-1.022098263,-4.440195561,-14.22426239,15/03/2016,4.06E-05,0.001757604,1,-0.238095238,0,0,-0.003135262,-0.063800691,
-6.290759406,-1.238146941,-3.896883532,-14.17747298,16/03/2016,0.002011624,0.001034198,1,-0.142857143,0,0,-0.003135262,-0.061789067,
-6.440559929,-0.985258216,-3.358525873,-14.09598826,17/03/2016,0.001666264,0.003330079,1,-0.047619048,0,0,-0.003135262,-0.060122803,
-6.580507902,-0.803421782,-3.375130868,-14.02089192,18/03/2016,-0.001089243,0.005801923,1,0.047619048,1,-0.001089243,-0.004224505,-0.061212046,
-6.948786133,0.352787613,-4.0726071,-13.83345372,21/03/2016,-0.000739098,0.004105847,-1,0.142857143,1,-0.000739098,-0.004963603,-0.061951144,
-7.071197442,2.778364089,-3.017764622,-13.75609627,22/03/2016,-0.000568081,0.004333581,-1,0.238095238,1,-0.000568081,-0.005531684,-0.062519225,
-7.180488667,2.698119517,-2.993999331,-13.66594711,23/03/2016,-0.000841636,0.001981507,-1,0.238095238,1,-0.000841636,-0.00637332,-0.063360861,
-7.301261582,4.215719228,-3.947834541,-13.61195486,24/03/2016,-4.78E-05,0.003656895,-1,0.238095238,1,-4.78E-05,-0.006421154,-0.063408695,
-7.414320149,4.16519596,-3.921300929,-13.55759497,25/03/2016,-0.000454978,0.002686721,-1,0.238095238,1,-0.000454978,-0.006876132,-0.063863673,
-7.707091281,2.680094417,-3.167821904,-13.34197088,28/03/2016,0.001239753,-0.001362375,-1,0.238095238,1,0.001239753,-0.005636379,-0.06262392,
-7.78058908,2.775597111,-3.284960125,-13.25271433,29/03/2016,0.00386325,-0.00376408,-1,0.238095238,1,0.00386325,-0.001773129,-0.05876067,
-7.890519578,2.24441122,-3.682028204,-13.18568552,30/03/2016,0.001715608,-0.008010251,-1,0.142857143,1,0.001715608,-5.75E-05,-0.057045062,
-7.960231952,4.699546472,-1.862305758,-13.04430298,31/03/2016,0.001953051,-0.00972119,-1,0.047619048,1,0.001953051,0.00189553,-0.055092011,
-8.040013756,4.497155311,-2.613570023,-12.84588949,01/04/2016,0.000344921,-0.009558663,-1,-0.047619048,0,0,0.00189553,-0.05474709,
-8.268155802,4.331934214,-2.731987441,-12.29029249,04/04/2016,2.02E-05,-0.009300447,-1,-0.142857143,0,0,0.00189553,-0.054726847,
-8.373309956,1.897748401,-4.396224194,-12.17059473,05/04/2016,-0.000284136,-0.011146197,-1,-0.238095238,0,0,0.00189553,-0.055010983,
-8.478479748,2.615225689,-4.021039056,-12.04303768,06/04/2016,0.000527412,-0.010062015,-1,-0.333333333,0,0,0.00189553,-0.054483571,
-8.56998215,2.492716544,-3.752699159,-11.90195623,07/04/2016,-0.000974215,-0.011109884,-1,-0.428571429,0,0,0.00189553,-0.055457786,
-8.643854803,2.62586653,-3.387276569,-11.75200171,08/04/2016,0.000994497,-0.011354848,-1,-0.523809524,0,0,0.00189553,-0.054463289,
-8.848220799,2.539898816,-3.157436878,-11.3011072,11/04/2016,0.000304119,-0.011329386,-1,-0.523809524,0,0,0.00189553,-0.05415917,
-8.919411889,2.883693138,-3.272557223,-11.11177759,12/04/2016,-0.000851716,-0.005346059,-1,-0.523809524,0,0,0.00189553,-0.055010886,
-8.958799824,3.224394584,-3.823497198,-10.94061791,13/04/2016,-0.004302917,-0.002054366,-1,-0.523809524,0,0,0.00189553,-0.059313803,
-8.992329233,4.058709236,-4.345747125,-10.7958161,14/04/2016,-0.00071766,-0.00315648,-1,-0.619047619,0,0,0.00189553,-0.060031463,
-9.071042826,5.064558971,-5.213120986,-10.6406293,15/04/2016,0.000942858,-0.00444415,-1,-0.714285714,0,0,0.00189553,-0.059088605,
-9.276402982,5.131944923,-5.19326648,-10.21477397,18/04/2016,0.001206638,-0.00683109,-1,-0.80952381,0,0,0.00189553,-0.057881967,
-9.35563593,8.237601199,-7.008273775,-10.18604969,19/04/2016,0.001732746,-0.004975649,-1,-0.904761905,0,0,0.00189553,-0.056149221,
-9.457839603,8.102761176,-7.411268056,-10.17317587,20/04/2016,-0.002264157,-0.003850205,-1,-1,0,0,0.00189553,-0.058413378,
-9.556849148,8.191908691,-7.713118344,-10.1733696,21/04/2016,-0.000613902,-0.001487273,-1,-1,0,0,0.00189553,-0.05902728,
-9.664948096,7.894208697,-8.079998053,-10.1771596,22/04/2016,-0.002399908,-0.002009342,-1,-1,0,0,0.00189553,-0.061427188,
-9.945722076,7.494393659,-8.147607198,-10.17416535,25/04/2016,0.00122041,-0.002629994,-1,-1,0,0,0.00189553,-0.060206778,
-10.01962685,8.553866257,-8.895366589,-10.19409662,26/04/2016,0.000269579,-0.003478246,-1,-1,0,0,0.00189553,-0.059937199,
-10.09285098,8.516624837,-9.088613079,-10.22009543,27/04/2016,-0.000185846,-0.000946328,-1,-1,0,0,0.00189553,-0.060123045,
-10.14414092,9.690485495,-7.797081674,-10.19806582,28/04/2016,-0.000686097,0.001130809,-1,-1,0,0,0.00189553,-0.060809142,
-10.18127902,9.241158347,-7.962359837,-10.18857967,29/04/2016,-0.00229312,0.002358494,-1,-1,0,0,0.00189553,-0.063102262,
-10.28396422,9.577131892,-7.753885363,-10.17542141,02/05/2016,-0.001366018,0.003356173,-1,-1,0,0,0.00189553,-0.06446828,
-10.30291724,9.440282401,-7.704556537,-10.20143629,03/05/2016,0.00018277,0.003302127,-1,-1,0,0,0.00189553,-0.06428551,
-10.31852596,8.112239456,-7.517255375,-10.23267151,04/05/2016,-2.59E-05,0.007602295,-1,-1,0,0,0.00189553,-0.06431143,
-10.33736547,8.497959838,-7.790849626,-10.27729537,05/05/2016,-0.001318338,0.00728311,-1,-1,0,0,0.00189553,-0.065629768,
-10.36686103,9.678080092,-8.626635403,-10.35812763,06/05/2016,0.000109967,0.007336812,-1,-1,0,0,0.00189553,-0.065519801,
-10.42031137,9.704039587,-7.848541141,-10.55968647,09/05/2016,-5.34E-05,0.007225097,-1,-1,0,0,0.00189553,-0.065573173,
-10.42940308,8.279889735,-7.567895596,-10.60537125,10/05/2016,5.92E-05,0.006883644,-1,-1,0,0,0.00189553,-0.065514018,
-10.4378738,8.174965146,-7.461025232,-10.64994689,11/05/2016,-0.000826254,0.004811356,-1,-1,0,0,0.00189553,-0.066340272,
-10.46790247,8.594535236,-8.20944364,-10.75767126,12/05/2016,0.00168041,0.002380444,-1,-1,0,0,0.00189553,-0.064659862,
-10.48921666,7.623307713,-7.149289193,-10.85892063,13/05/2016,0.002574033,0.00309659,-1,-1,0,0,0.00189553,-0.062085829,
-10.51535882,7.977712767,-7.350967997,-11.16319892,16/05/2016,-0.000159256,0.002222664,-1,-1,0,0,0.00189553,-0.062245085,
-10.49834141,6.408258821,-6.322923325,-11.24754848,17/05/2016,-8.10E-05,0.00368106,-1,-1,0,0,0.00189553,-0.062326117,
-10.47914853,6.342091879,-5.237024824,-11.28528243,18/05/2016,-0.000654194,0.003930092,-1,-1,0,0,0.00189553,-0.062980311,
-10.44367329,5.996142805,-4.195764457,-11.27651611,19/05/2016,-0.000408716,0.003273952,-1,-1,0,0,0.00189553,-0.063389027,
-10.40670203,5.92698042,-4.097274832,-11.26386638,20/05/2016,0.000511542,0.001230248,-1,-1,0,0,0.00189553,-0.062877485,
-10.33183028,5.841469723,-4.610041081,-11.23952258,23/05/2016,-3.70E-05,0.002531195,-1,-1,0,0,0.00189553,-0.062914461,
-10.30052542,2.455556072,-2.894572037,-11.18189977,24/05/2016,0.000698341,0.004903766,-1,-1,0,0,0.00189553,-0.06221612,
-10.26545082,3.09488039,-2.461228616,-11.11526414,25/05/2016,-0.000351073,-0.000741847,-1,-1,0,0,0.00189553,-0.062567193,
-10.22124353,2.532158232,-2.11549877,-11.02006241,26/05/2016,-0.001034098,-0.004458713,-1,-1,0,0,0.00189553,-0.063601291,
-10.19186613,2.420555146,-2.874837288,-10.9492783,27/05/2016,0.001845821,-0.002967991,-1,-1,0,0,0.00189553,-0.06175547,
-10.0989459,2.439516982,-2.85415637,-10.74323945,30/05/2016,-0.000215983,-0.001055833,-1,-1,0,0,0.00189553,-0.061971453,
-10.01741702,1.744774386,-0.547503351,-10.5749586,31/05/2016,-0.000138333,-0.003066698,-1,-1,0,0,0.00189553,-0.062109786,
-9.955718718,1.230484234,-0.620214887,-10.40878607,01/06/2016,0.001180449,-0.001719197,-1,-1,0,0,0.00189553,-0.060929337,
-9.871358626,1.150327205,-0.5790162,-10.21150455,02/06/2016,-8.00E-05,-0.004254209,-1,-1,0,0,0.00189553,-0.061009303,
-9.789632123,3.166772386,-1.988431449,-10.0747182,03/06/2016,0.00298183,-0.00661171,-1,-1,0,0,0.00189553,-0.058027473,
-9.563792884,2.775505751,-2.220516554,-9.700026181,06/06/2016,-0.000209218,-0.005828368,1,-1,0,0,0.00189553,-0.058236691,
-9.49848421,2.824075128,-2.234482831,-9.577626844,07/06/2016,3.30E-07,-0.00641192,1,-1,0,0,0.00189553,-0.058236361,
-9.409825746,2.280732944,-2.51843889,-9.485209045,08/06/2016,-5.26E-05,-0.005247483,1,-0.904761905,0,0,0.00189553,-0.058288921,
-9.3286254,2.470925861,-2.68882073,-9.399965554,09/06/2016,-0.001167707,-0.005045688,1,-0.80952381,0,0,0.00189553,-0.059456628,
-9.26711829,2.716544053,-2.22152454,-9.328578628,10/06/2016,-0.000391878,-0.005232532,1,-0.714285714,0,0,0.00189553,-0.059848506,
-9.110492508,2.672266578,-2.192626422,-9.178705934,13/06/2016,0.000143121,-0.006822812,1,-0.619047619,0,0,0.00189553,-0.059705385,
-9.064689425,2.860717781,-2.083987946,-9.163236789,14/06/2016,0.00055689,-0.006563182,1,-0.523809524,0,0,0.00189553,-0.059148495,
-9.012809529,3.123358686,-2.111449233,-9.15310745,15/06/2016,-0.000954958,-0.006082548,1,-0.428571429,0,0,0.00189553,-0.060103453,
-8.961665102,2.980794592,-1.793631892,-9.142453264,16/06/2016,0.000804202,-0.006628349,1,-0.333333333,0,0,0.00189553,-0.059299251,
-8.902722568,2.801981397,-1.806623675,-9.117971787,17/06/2016,-0.000159684,-0.005467537,1,-0.238095238,0,0,0.00189553,-0.059458935,
-8.751804007,2.762828572,-2.162682899,-9.061128753,20/06/2016,-0.000144598,-0.0032183,1,-0.142857143,0,0,0.00189553,-0.059603533,
-8.705798498,4.128776596,-1.185574599,-9.018571591,21/06/2016,-0.00208068,-0.005435975,1,-0.047619048,0,0,0.00189553,-0.061684213,
-8.651281705,4.077326057,-0.977044012,-8.968428245,22/06/2016,0.001999288,-0.00594243,1,0.047619048,1,0.001999288,0.003894818,-0.059684925,
-8.596481828,4.900712505,-1.359773316,-8.928368378,23/06/2016,0.002021498,0.000530289,1,0.142857143,1,0.002021498,0.005916316,-0.057663427,
-8.533680151,6.653920378,-1.552949113,-8.890051042,24/06/2016,-0.006679711,0.002521079,1,0.238095238,1,-0.006679711,-0.000763395,-0.064343138,
-8.346617235,6.402907439,-1.522610441,-8.767473996,27/06/2016,-0.001871045,-0.000286306,1,0.333333333,1,-0.001871045,-0.00263444,-0.066214183,
-8.298327637,5.389813299,-1.398248185,-8.718541575,28/06/2016,0.001274739,-0.002632904,1,0.428571429,1,0.001274739,-0.001359701,-0.064939444,
-8.249142825,5.461954617,-1.119847368,-8.659636329,29/06/2016,0.001773825,-0.00156346,1,0.523809524,1,0.001773825,0.000414124,-0.063165619,
-8.202497269,6.166325779,-1.431931579,-8.583781011,30/06/2016,-0.000830416,-0.002913962,1,0.619047619,1,-0.000830416,-0.000416292,-0.063996035,
-8.108396731,5.664960695,0.552423364,-8.491438269,01/07/2016,0.001267535,-0.002476285,1,0.714285714,1,0.001267535,0.000851243,-0.0627285,
-7.844043924,5.324412416,0.125473134,-8.240438074,04/07/2016,0.000446818,-0.001138958,1,0.80952381,1,0.000446818,0.001298061,-0.062281682,
-7.793731128,6.597219876,0.369967546,-8.153926687,05/07/2016,-0.002566719,-0.002295997,1,0.904761905,1,-0.002566719,-0.001268658,-0.064848401,
-7.740097134,4.974662373,1.016062793,-8.045151328,06/07/2016,0.000783672,-0.002418102,1,1,1,0.000783672,-0.000484986,-0.064064729,
-7.690039569,3.438682121,1.207643238,-7.9342675,07/07/2016,-0.000636112,-0.002452299,1,1,1,-0.000636112,-0.001121098,-0.064700841,
-7.615837639,1.237920592,1.812594179,-7.795271884,08/07/2016,-3.27E-06,-0.001567319,1,1,1,-3.27E-06,-0.001124368,-0.064704111,
-7.40856267,0.990515261,1.296099261,-7.421321438,11/07/2016,-0.000190083,0.000595653,1,1,1,-0.000190083,-0.001314451,-0.064894194,
-7.360980669,0.958398143,1.289656591,-7.313775429,12/07/2016,-4.37E-05,0.000685918,1,1,1,-4.37E-05,-0.001358174,-0.064937917,
-7.326912149,0.608759973,1.011436499,-7.21316614,13/07/2016,-0.00103339,0.00177555,1,1,1,-0.00103339,-0.002391564,-0.065971307,
-7.282451371,0.312151568,1.198373258,-7.111036791,14/07/2016,-0.000695328,0.000470614,1,1,1,-0.000695328,-0.003086892,-0.066666635,
-7.246066284,-0.828738195,2.084091991,-6.9377312,15/07/2016,0.001284836,-0.000183563,1,1,1,0.001284836,-0.001802056,-0.065381799,
-7.134912609,-0.412515442,1.699016277,-6.467917261,18/07/2016,-0.000705485,-0.001552561,1,1,1,-0.000705485,-0.002507541,-0.066087284,
-7.094682398,-2.372538588,1.145442947,-6.342342003,19/07/2016,0.001016214,-0.003421774,1,1,1,0.001016214,-0.001491327,-0.06507107,
-7.055874263,-2.287848623,1.160991853,-6.219729966,20/07/2016,0.000168557,-0.002363681,1,1,1,0.000168557,-0.00132277,-0.064902513,
-7.019092877,-3.05188529,1.863381722,-6.074926984,21/07/2016,-0.000218387,-0.00343666,1,1,1,-0.000218387,-0.001541157,-0.0651209,
-6.990016175,-1.8929556,3.835646897,-5.867768645,22/07/2016,0.001515043,-0.003402658,1,1,1,0.001515043,-2.61E-05,-0.063605857,
-6.904247917,-1.17005255,4.929052237,-5.245243986,25/07/2016,-0.000206992,-0.004001815,-1,1,1,-0.000206992,-0.000233106,-0.063812849,
-6.853160607,-2.038130071,5.493298782,-4.985967708,26/07/2016,0.000119745,-0.001933883,-1,1,1,0.000119745,-0.000113361,-0.063693104,
-6.815808189,0.306088383,5.13974616,-4.743432195,27/07/2016,-0.001532646,-0.004954468,-1,0.904761905,1,-0.001532646,-0.001646007,-0.06522575,
-6.769830494,2.236808972,6.13455049,-4.47736886,28/07/2016,-0.000572773,-0.005621817,-1,0.80952381,1,-0.000572773,-0.00221878,-0.065798523,
-6.713004703,7.233937633,3.6875759,-4.302441079,29/07/2016,0.000239028,-0.007170198,-1,0.714285714,1,0.000239028,-0.001979752,-0.065559495,
-6.525815557,7.487580078,3.197705289,-3.781154724,01/08/2016,-8.30E-05,-0.007560886,-1,0.619047619,1,-8.30E-05,-0.002062719,-0.065642462,
-6.438722032,7.043283952,3.25694248,-3.598157077,02/08/2016,0.000884495,-0.00485344,-1,0.523809524,1,0.000884495,-0.001178224,-0.064757967,
-6.370108597,7.46692224,3.478979805,-3.407814598,03/08/2016,-0.001229392,-0.006016473,-1,0.428571429,1,-0.001229392,-0.002407616,-0.065987359,
-6.327712372,6.876367318,3.718985779,-3.226000868,04/08/2016,-0.000373367,-0.005598859,-1,0.333333333,1,-0.000373367,-0.002780983,-0.066360726,
-6.282861155,5.344211718,3.363519869,-3.050254728,05/08/2016,-0.000758217,-0.001376808,-1,0.238095238,1,-0.000758217,-0.0035392,-0.067118943,
-6.136857934,5.375717032,3.457500296,-2.571947482,08/08/2016,-3.75E-05,-0.002423071,-1,0.142857143,1,-3.75E-05,-0.003576667,-0.06715641,
-6.078649952,5.095084705,3.171862656,-2.428490006,09/08/2016,0.000694897,-0.003555145,1,0.047619048,1,0.000694897,-0.00288177,-0.066461513,
-6.014078912,4.969655559,3.662624152,-2.27113552,10/08/2016,0.002119249,-0.003834506,1,-0.047619048,0,0,-0.00288177,-0.064342264,
-5.922353451,4.943119695,3.654164096,-2.094993789,11/08/2016,-0.000943125,-0.004019048,1,-0.047619048,0,0,-0.00288177,-0.065285389,
-5.886735404,6.240874535,2.908165455,-1.986762461,12/08/2016,0.000394304,-0.004694866,1,-0.047619048,0,0,-0.00288177,-0.064891085,
-5.759466993,6.13574968,2.145117569,-1.747387595,15/08/2016,-2.01E-05,-0.002045428,1,-0.047619048,0,0,-0.00288177,-0.064911185,
-5.708062267,6.157118943,1.969496376,-1.716150751,16/08/2016,-0.001359662,-0.001902096,1,-0.047619048,0,0,-0.00288177,-0.066270847,
-5.642133395,6.075082589,2.454567874,-1.672574198,17/08/2016,-0.000352784,-0.003666061,1,-0.047619048,0,0,-0.00288177,-0.066623631,
-5.605413882,5.888546357,2.794996655,-1.622592029,18/08/2016,-0.001700656,-0.004064831,1,-0.047619048,0,0,-0.00288177,-0.068324287,
-5.566584112,5.812705673,2.064261832,-1.599660332,19/08/2016,0.000839706,-0.004580031,1,-0.047619048,0,0,-0.00288177,-0.067484581,
-5.447723994,5.475220713,2.078280184,-1.52220935,22/08/2016,0.000442064,-0.004838004,1,-0.047619048,0,0,-0.00288177,-0.067042517,
-5.383710166,3.769293472,3.580918172,-1.433508593,23/08/2016,-0.00017299,-0.004644736,1,-0.047619048,0,0,-0.00288177,-0.067215507,
-5.318400479,3.762164459,3.452234783,-1.35137034,24/08/2016,-0.000479412,-0.005772597,1,-0.047619048,0,0,-0.00288177,-0.067694919,
-5.247723854,1.835770431,2.694510815,-1.306211811,25/08/2016,0.000535286,-0.003042731,1,0.047619048,1,0.000535286,-0.002346484,-0.067159633,
-5.193202411,2.088654025,2.571599085,-1.273644395,26/08/2016,-0.003593358,-0.001928808,1,0.142857143,1,-0.003593358,-0.005939842,-0.070752991,
-5.053280509,1.364253137,1.958266103,-1.200387085,29/08/2016,-0.000428321,-0.000262371,1,0.238095238,1,-0.000428321,-0.006368163,-0.071181312,
-5.017986511,-0.834368207,0.847726326,-1.239757038,30/08/2016,-0.001631348,-0.000843663,1,0.333333333,1,-0.001631348,-0.007999511,-0.07281266,
-4.979687464,-2.477140529,-0.119223641,-1.332409995,31/08/2016,0.000493807,-0.002725517,1,0.428571429,1,0.000493807,-0.007505704,-0.072318853,
-4.917955669,-0.637354713,-1.568071806,-1.456224441,01/09/2016,0.001478054,-0.000470229,1,0.523809524,1,0.001478054,-0.00602765,-0.070840799,
-4.814415587,0.312721526,-2.054215261,-1.586271578,02/09/2016,-0.0015364,0.00022375,1,0.619047619,1,-0.0015364,-0.00756405,-0.072377199,
-4.540549182,-0.135067741,-2.01938864,-1.954512658,05/09/2016,-0.000340603,-0.004079715,1,0.714285714,1,-0.000340603,-0.007904653,-0.072717802,
-4.4831252,1.306505145,-2.943364627,-2.13546509,06/09/2016,0.004184584,-0.00175421,1,0.80952381,1,0.004184584,-0.003720069,-0.068533218,
-4.430154054,0.115953762,-3.292042911,-2.331648405,07/09/2016,-0.000351366,-0.003342995,1,0.904761905,1,-0.000351366,-0.004071435,-0.068884584,
-4.378338916,-0.07006046,-2.770955583,-2.528671759,08/09/2016,0.000987175,-0.001895124,1,1,1,0.000987175,-0.00308426,-0.067897409,
-4.324706951,-0.824524578,-3.160665045,-2.753258318,09/09/2016,-0.001222486,-0.003032379,1,1,1,-0.001222486,-0.004306746,-0.069119895,
-4.185992591,-0.697893674,-2.353942612,-3.373419274,12/09/2016,0.000209762,-0.003413227,1,1,1,0.000209762,-0.004096984,-0.068910133,
-4.182774325,-0.584722807,-2.627181439,-3.586541047,13/09/2016,-0.000695918,-0.002927893,1,1,1,-0.000695918,-0.004792902,-0.069606051,
-4.190089398,-0.402336687,-2.386804687,-3.782111791,14/09/2016,0.001289776,-0.005988566,1,1,1,0.001289776,-0.003503126,-0.068316275,
-4.206300732,0.409424946,-3.043306489,-3.982396946,15/09/2016,-0.000209452,-0.001405087,1,1,1,-0.000209452,-0.003712578,-0.068525727,
-4.206870794,-1.001578177,-2.021937756,-4.141772863,16/09/2016,-0.003464621,-0.002812605,1,1,1,-0.003464621,-0.007177199,-0.071990348,
-4.179223492,-2.190891663,-0.971285504,-4.537164729,19/09/2016,0.000440936,-0.002886814,1,1,1,0.000440936,-0.006736263,-0.071549412,
-4.157333548,-0.907703491,-1.839225254,-4.666154825,20/09/2016,-7.31E-05,-0.004544998,1,1,1,-7.31E-05,-0.006809399,-0.071622548,
-4.145073843,-0.870427528,-3.091804202,-4.831176378,21/09/2016,-0.000430963,-0.005932857,1,1,1,-0.000430963,-0.007240362,-0.072053511,
-4.133840365,0.053943458,-3.679623065,-5.008938532,22/09/2016,-0.000286144,-0.005743743,1,1,1,-0.000286144,-0.007526506,-0.072339655,
-4.125933631,0.831480173,-3.114803656,-5.15819722,23/09/2016,-0.000592575,-0.004328194,1,1,1,-0.000592575,-0.008119081,-0.07293223,
-4.070115435,2.536861653,-1.597815711,-5.489886959,26/09/2016,-0.000863492,-0.004208158,1,1,1,-0.000863492,-0.008982573,-0.073795722,
-4.019602108,2.228125764,-1.475886727,-5.529281554,27/09/2016,0.000685602,-0.004667078,1,1,1,0.000685602,-0.008296971,-0.07311012,
-3.980398488,2.059260109,-1.115163757,-5.552152607,28/09/2016,3.51E-05,-0.001262758,1,1,1,3.51E-05,-0.008261882,-0.073075031,
-3.941533609,4.235469175,0.908457704,-5.503681756,29/09/2016,-8.75E-05,-0.00100636,1,1,1,-8.75E-05,-0.008349367,-0.073162516,
-3.845300784,4.132383192,1.294485939,-5.437040853,30/09/2016,-0.0004038,0.001778067,1,1,1,-0.0004038,-0.008753167,-0.073566316,
-3.584202134,3.560496992,1.778364208,-5.229766753,03/10/2016,0.000718888,0.003176903,1,1,1,0.000718888,-0.008034279,-0.072847428,
-3.48176832,3.512309529,1.91319105,-5.145316806,04/10/2016,0.000353376,0.003628812,1,1,1,0.000353376,-0.007680903,-0.072494052,
-3.387168465,1.559507512,3.280492043,-5.012268488,05/10/2016,-0.000118881,0.003067254,1,1,1,-0.000118881,-0.007799784,-0.072612933,
-3.286995398,1.529548231,3.553566343,-4.875927575,06/10/2016,0.001974139,-0.000351719,1,1,1,0.001974139,-0.005825645,-0.070638794,
-3.180166182,3.405339195,3.936759068,-4.722135234,07/10/2016,-0.00060161,-0.00183406,1,1,1,-0.00060161,-0.006427255,-0.071240404,
-2.882369061,4.697102151,4.44478324,-4.269672222,10/10/2016,0.000225385,-0.004804173,-1,1,1,0.000225385,-0.00620187,-0.071015019,
-2.778694022,5.220087989,4.952508493,-4.087900503,11/10/2016,-0.000927493,-0.005210794,-1,1,1,-0.000927493,-0.007129363,-0.071942512,
-2.683306062,5.71040182,4.842670805,-3.925177055,12/10/2016,-0.001076766,-0.008171023,1,0.904761905,1,-0.001076766,-0.008206129,-0.073019278,
-2.594726083,5.37478668,4.946274122,-3.800925715,13/10/2016,0.00177511,-0.008138966,-1,0.80952381,1,0.00177511,-0.006431019,-0.071244168,
-2.505965815,5.526758221,4.633817118,-3.701728547,14/10/2016,-0.003270125,-0.009304629,1,0.80952381,1,-0.003270125,-0.009701144,-0.074514293,
-2.251608924,5.681956744,4.097722791,-3.431279443,17/10/2016,0.001118858,-0.008288896,-1,0.714285714,1,0.001118858,-0.008582286,-0.073395435,
-2.158523265,7.065912198,3.176667376,-3.384650058,18/10/2016,-0.000966582,-0.007282204,-1,0.714285714,1,-0.000966582,-0.009548868,-0.074362017,
-2.093133253,8.499620594,2.045704313,-3.380565954,19/10/2016,-0.000147345,-0.004877232,-1,0.619047619,1,-0.000147345,-0.009696213,-0.074509362,
-2.021960924,8.549437238,1.703479171,-3.385833344,20/10/2016,-0.002089147,-0.003049911,-1,0.523809524,1,-0.002089147,-0.01178536,-0.076598509,
-1.956211223,8.414299999,1.34066897,-3.40235874,21/10/2016,-0.001674003,-0.002643094,-1,0.428571429,1,-0.001674003,-0.013459363,-0.078272512,
-1.736411803,11.15925441,5.424370127,-3.291529262,24/10/2016,-0.000403461,-0.005815163,-1,0.333333333,1,-0.000403461,-0.013862824,-0.078675973,
