ESI_Global_normalised_madiff,EDI_EURUSD_spread_spotvma,EDI_G10_normalised_spotvma,EDI_Global_normalised_madiff,Date,LSTM,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret,
71.85835267,4.413842585,14.43734945,25.99237302,01/12/2017,0.000881193,0.00321245,-1,-1,0,0,0,0.174902319,
72.21500549,3.560998073,14.43605529,25.98095665,04/12/2017,-0.003489735,0.00789282,-1,-1,0,0,0,0.171412584,
72.32939481,3.79166565,13.42982238,25.95748874,05/12/2017,-0.004834536,0.011184322,-1,-1,0,0,0,0.166578048,
72.43088274,4.023635724,13.35480188,25.94012075,06/12/2017,-0.00309355,0.014497996,-1,-1,0,0,0,0.163484498,
72.51242377,2.626891282,12.43177678,25.88753424,07/12/2017,-0.003021362,0.014467189,-1,-1,0,0,0,0.160463136,
72.62264182,2.410615761,14.35772731,25.96460897,08/12/2017,4.95E-05,0.014650434,-1,-1,0,0,0,0.160512664,
72.82686468,2.457736201,13.30472133,26.11995609,11/12/2017,0.000145535,0.018675618,-1,-1,0,0,0,0.160658199,
72.88863834,1.145296775,14.18577872,26.14655068,12/12/2017,-0.004048881,0.009249162,-1,-1,0,0,0,0.156609318,
72.93492695,2.870003398,13.12259062,26.10861105,13/12/2017,0.00952116,0.012763727,-1,-1,0,0,0,0.166130478,
73.08991581,4.125414725,17.63080285,26.23226502,14/12/2017,-0.003312358,0.015378427,1,-1,0,0,0,0.16281812,
73.25921393,4.392483846,17.11304996,26.31693294,15/12/2017,-0.002648317,0.011047827,1,-1,0,0,0,0.160169803,
73.65895618,3.158110076,17.67434926,26.56049139,18/12/2017,0.004541681,0.007860179,1,-0.904761905,0,0,0,0.164711484,
73.81687976,1.684712489,18.24514377,26.6864801,19/12/2017,0.003226604,0.003893403,1,-0.80952381,0,0,0,0.167938088,
73.94982225,1.713926416,17.98668742,26.80449587,20/12/2017,0.004120756,0.00511637,1,-0.714285714,0,0,0,0.172058844,
74.08365395,2.639867845,17.41133961,26.90674728,21/12/2017,-0.000845259,0.005791984,1,-0.619047619,0,0,0,0.171213585,
74.2654838,0.711150877,19.43330597,27.07480333,22/12/2017,-0.000459076,0.005717649,1,-0.523809524,0,0,0,0.170754509,
74.66044175,0.84001396,18.65826994,27.49436608,25/12/2017,0,0.005953469,1,-0.428571429,0,0,0,0.170754509,
74.75518749,0.936721321,18.68334332,27.61602575,26/12/2017,-0.000228998,0.001214452,1,-0.333333333,0,0,0,0.170525511,
74.83303573,1.103918654,18.43601421,27.72918846,27/12/2017,0.004414749,0.001358632,1,-0.238095238,0,0,0,0.17494026,
74.8869319,1.2968028,18.34341071,27.83038204,28/12/2017,0,0.001115536,1,-0.142857143,0,0,0,0.17494026,
74.92911957,1.323836476,18.10693404,27.92666679,29/12/2017,0,0.001142623,1,-0.047619048,0,0,0,0.17494026,
74.26618829,-2.851563488,6.615864129,27.62210023,28/02/2018,0,0.001381711,-1,0.047619048,1,0,0,0.17494026,
74.20768218,-4.752656527,7.681017682,27.39894413,01/03/2018,-0.000315226,0.001613707,-1,0.142857143,1,-0.000315226,-0.000315226,0.174625034,x
74.16824313,-4.803452604,7.861914229,27.21597654,02/03/2018,-0.000154167,0.001522583,-1,0.142857143,1,-0.000154167,-0.000469392,0.174470868,
73.99212168,-6.194353437,7.346627845,26.70498757,05/03/2018,0.000197952,0.001216683,-1,0.142857143,1,0.000197952,-0.00027144,0.17466882,
73.90731496,-6.061585938,7.221986072,26.55033962,06/03/2018,0.000292312,0.001051823,-1,0.142857143,1,0.000292312,2.09E-05,0.174961132,
73.80103489,-6.640110283,7.646085268,26.40481162,07/03/2018,1.87E-05,0.000867479,-1,0.142857143,1,1.87E-05,3.96E-05,0.174979853,
73.7325648,-6.920438297,7.721975528,26.45907277,08/03/2018,0.000328781,0.001028352,-1,0.142857143,1,0.000328781,0.000368373,0.175308633,
73.6667184,-10.65104359,8.516005592,26.53687675,09/03/2018,-2.37E-05,0.000832344,-1,0.142857143,1,-2.37E-05,0.000344676,0.175284936,
73.40942968,-10.03305293,8.343710846,26.71992032,12/03/2018,9.47E-05,0.000584629,-1,0.142857143,1,9.47E-05,0.00043938,0.17537964,
