ESI_Global_normalised_madiff,EDI_EURUSD_spread_spotvma,EDI_G10_normalised_spotvma,EDI_Global_normalised_madiff,Date,LSTM,target,Predictions,scaled_signal,trend_buy_sell,strat_returns,strat_returns_sum,nonfiltered_ret,
1.814590769,12.1334325,-3.321320323,-6.425082088,23/12/2015,-0.006562167,-0.021502529,1,1,1,-0.006562167,-0.064228267,-0.122078744,
1.830427999,11.89403547,-3.217006436,-6.420447317,24/12/2015,0.008766523,-0.014994116,1,1,1,0.008766523,-0.055461744,-0.113312221,
1.845056207,11.75180412,-3.167956472,-6.414593296,25/12/2015,7.55E-05,-0.013989043,1,1,1,7.55E-05,-0.055386283,-0.11323676,
1.880364451,11.34352684,-3.445440888,-6.410181524,28/12/2015,0.0011491,-0.001613236,1,1,1,0.0011491,-0.054237183,-0.11208766,
1.889756273,10.81736445,-3.22022254,-6.416041272,29/12/2015,-0.007180631,0.002932823,1,1,1,-0.007180631,-0.061417814,-0.119268291,
1.892524629,10.62550975,-3.111560182,-6.433592721,30/12/2015,0.000423102,-0.003076478,1,1,1,0.000423102,-0.060994712,-0.118845189,
1.889105827,11.45503107,-3.750326787,-6.472711468,31/12/2015,-0.008583214,0.00452701,1,1,1,-0.008583214,-0.069577926,-0.127428403,
1.885431455,11.3229398,-3.693692962,-6.508402565,01/01/2016,0,0.013453904,1,1,1,0,-0.069577926,-0.127428403,
1.84555815,11.6451716,-3.802439238,-6.639673265,04/01/2016,-0.00448691,0.046830247,1,1,1,-0.00448691,-0.074064836,-0.131915313,
1.843282764,10.84605976,-4.057124067,-6.735851455,05/01/2016,-0.009675897,0.061576253,1,1,1,-0.009675897,-0.083740733,-0.14159121,
1.835725828,9.598810678,-3.047427829,-6.79106714,06/01/2016,0.002681338,0.035650069,1,1,1,0.002681338,-0.081059395,-0.138909872,
1.868680969,11.77211811,-1.85663787,-6.831395987,07/01/2016,0.019869627,0.041009043,1,1,1,0.019869627,-0.061189768,-0.119040245,
1.92802239,9.141937028,-0.840081593,-6.841937673,08/01/2016,0.000553818,0.062501641,1,1,1,0.000553818,-0.06063595,-0.118486427,
2.075552159,8.775032999,-1.085566818,-6.890578314,11/01/2016,-0.008722612,0.063071698,1,1,1,-0.008722612,-0.069358562,-0.127209039,
2.085072193,8.694744912,-1.421016757,-7.01166562,12/01/2016,-0.001943775,0.063481657,1,1,1,-0.001943775,-0.071302337,-0.129152814,
2.083591548,8.615611693,-1.414106459,-7.072277493,13/01/2016,0.00464548,0.057766629,1,1,1,0.00464548,-0.066656857,-0.124507334,
2.057461286,8.600379692,-2.506343773,-7.170659635,14/01/2016,-0.002704553,0.037424641,1,1,1,-0.002704553,-0.06936141,-0.127211887,
2.005112191,10.13664558,-3.621759578,-7.298204484,15/01/2016,0.007685073,0.037390833,1,1,1,0.007685073,-0.061676337,-0.119526814,
1.856038176,9.81834893,-3.475578417,-7.636519472,18/01/2016,-0.00347452,0.033085043,1,1,1,-0.00347452,-0.065150857,-0.123001334,
1.766866818,10.24033517,-3.474070361,-7.767135456,19/01/2016,0.003205135,0.033669036,1,1,1,0.003205135,-0.061945722,-0.119796199,
1.674170286,12.32591683,-4.932293244,-7.950429845,20/01/2016,-0.003054722,0.038850305,1,1,1,-0.003054722,-0.065000444,-0.122850921,
1.563763593,12.50754567,-5.387295775,-8.126142496,21/01/2016,-0.002519399,0.035132148,1,1,1,-0.002519399,-0.067519843,-0.12537032,
1.443911166,8.920021221,-7.001659775,-8.352520344,22/01/2016,-0.00944443,0.027656173,1,1,1,-0.00944443,-0.076964273,-0.13481475,
1.096140957,7.790856618,-7.240877168,-8.979159886,25/01/2016,0.006583874,0.025107933,-1,1,1,0.006583874,-0.070380399,-0.128230876,
0.997228154,7.504072198,-6.962864675,-9.147643431,26/01/2016,0.002154173,0.020397242,1,1,1,0.002154173,-0.068226226,-0.126076703,
0.913572908,6.072772585,-5.889744956,-9.270478622,27/01/2016,0.005195176,0.004274079,1,0.904761905,1,0.005195176,-0.06303105,-0.120881527,
0.803544005,7.38899869,-9.37717869,-9.506618042,28/01/2016,0.004969161,0.013190774,1,0.904761905,1,0.004969161,-0.058061889,-0.115912366,
