,DDMMYY,CCY,logret,Linear,SVM_erf,RF_erf,LSTM1_erf,LSTM2_erf,Date,EURUSD_vol,EDI_EURUSD_spread,EDI_G10_normalised,EDI_Global_normalised,EDI_EURUSD_spread_spotvma,EDI_EURUSD_spread_madiff,EDI_G10_normalised_spotvma,EDI_G10_normalised_madiff,EDI_Global_normalised_spotvma,EDI_Global_normalised_madiff,ESI_EURUSD_spread,ESI_G10_normalised,ESI_Global_normalised,ESI_EURUSD_spread_spotvma,ESI_EURUSD_spread_madiff,ESI_G10_normalised_spotvma,ESI_G10_normalised_madiff,ESI_Global_normalised_spotvma,ESI_Global_normalised_madiff
153,2000-09-29,0.8811437499999998,0.0018699559999999999,-0.0005546799029999998,0.000888283,0.001435758,-0.0005739890000000001,-0.0018568790000000003,2000-09-29,0.11785441139889911,-58.74212575199994,-11.160830464999991,-9.856068870999998,-2.523736912755586,-0.6132529735558734,-6.120963188458974,-8.677444976889126,-5.405389407787831,-7.663004617230804,23.465057232,39.23934953600001,32.098893731,15.177763703862306,25.464043348360924,2.1288369042782422,11.664287063112472,1.7414485811160993,9.54171552915128
154,2000-10-02,0.8812520833333334,-0.006645676,0.0002919210000000002,-0.003071081,-0.003071081,0.0019390679999999997,0.006470392,2000-10-02,0.11724655372934946,-58.479793218999944,-11.350413376999992,-10.023488512999998,-2.132225507767389,-0.838175182313492,-6.10732925769018,-8.649882218566082,-5.39334935767585,-7.638664094645911,24.731736535,38.47023525300001,31.469736573,15.936546600815781,25.49662515969468,1.3933285620292217,11.313546662760636,1.1397820296606147,9.254799997551107
155,2000-10-03,0.8764437500000003,-0.0016540710000000002,0.0006035810000000001,-0.0007643600000000003,-0.0007643600000000003,0.00038792199999999996,0.0016253370000000001,2000-10-03,0.11724334150337477,-56.59493485099994,-9.631723500999993,-8.505722801,-0.24707588805768133,-0.8222657529342712,-4.354371010616754,-8.573196457221304,-3.84532143296972,-7.570943314501276,24.97206496,40.099864365000016,32.802819112,15.993095229466224,25.53800957204055,3.010494320101932,11.248794001400078,2.462669193891812,9.201830495824233
156,2000-10-04,0.8751874999999999,-0.0013709579999999992,-0.0003318449999999999,-0.0006335199999999998,-0.0006335199999999998,0.0005314,-0.001558307,2000-10-04,0.11543941817807343,-57.319953848999944,-8.958042030999993,-7.910798346999999,-0.9575276599888731,-0.8362929892298965,-3.659691442810511,-8.471164556552894,-3.2318536726446876,-7.480839496127697,24.551081271,40.41442636500002,33.060139693,15.400298500070289,25.554479043102308,3.306379159288693,11.197458283565926,2.704711330973498,9.159836432014966
157,2000-10-05,0.8724833333333333,-0.005962637000000001,-0.00016525511299999996,-0.0027554,-0.0027554,-0.002029894000000001,-0.005838094,2000-10-05,0.11529414530608303,-58.06846814099995,-9.386254352999993,-8.288950326999998,-1.6771999221538128,-0.8797003827195624,-4.0582176569511805,-8.389650849698118,-3.583790011743398,-7.408855183473718,24.268114104000002,40.25056485000002,32.926096356,14.9544020007736,25.552863754469588,3.127184918878414,11.139526676851037,2.5581253924644143,9.112446745220932
158,2000-10-06,0.8698020833333331,-0.0013235159999999994,-0.002078404,-0.000611647,-0.000611647,-0.0005653850000000002,-0.0011835780000000005,2000-10-06,0.11503030467602292,-57.80125146799995,-7.319907716999992,-6.464170814999998,-1.387186032035526,-0.9099192115296617,-2.0025751655538246,-8.22674611684117,-1.7684632718237614,-7.264994897002877,23.626438578000002,41.14663154500002,33.659104165,14.165413309397284,25.51956396196245,3.9904306185592926,11.118214544680825,3.2642847023255293,9.095012820591819
159,2000-10-09,0.8687854166666665,-0.000979349,-8.863600000000002e-05,-0.000452576,-0.000452576,-0.0005045630000000001,-0.0011880979999999994,2000-10-09,0.11502557114692376,-57.80125146799995,-7.319907716999992,-6.464170814999998,-1.3224289423746889,-0.9905435458996621,-2.0271684318624663,-7.774789613837064,-1.7901814520070067,-6.86587455928146,23.626438578000002,41.14663154500002,33.659104165,13.73861567859175,25.39573082384808,3.895470213041386,11.04583944666241,3.186604414422126,9.035807951034862
160,2000-10-10,0.8699354166666664,0.004772484,-0.0016763910000000002,0.002205483,0.002205483,0.002634712,0.004724946000000001,2000-10-10,0.11302320200715413,-57.80125146799995,-4.672987570999993,-4.126689983999999,-1.3019816441407102,-1.01432949746944,0.5620867063087877,-7.528432505781691,0.4963757231920489,-6.648317932707526,23.626438578000002,42.28986876300002,34.594304427000004,13.601160801384044,25.347163066052584,4.985797716697839,11.065392383288888,4.078523039003821,9.051802804288148
161,2000-10-11,0.8718,-0.006214433,-0.00027050500000000053,-0.0028717829999999993,-0.0028717829999999993,0.0004152569999999998,-0.00387152,2000-10-11,0.11348512175703107,-56.906190163999945,-4.110850281999993,-3.6302695919999985,-0.40451085762551386,-1.0004868125683544,1.0582737551589685,-7.270000734478722,0.9345558156532353,-6.420098236497368,23.932287706,42.48345679800002,34.752664895,13.765868151120435,25.307641536698004,5.1239255057120445,11.089276968399659,4.191515462829424,9.07134106806252
162,2000-10-12,0.8652125,-0.0038168330000000004,0.0008656160000000003,-0.0017638209999999998,-0.0017638209999999998,-0.0022119140000000006,-0.003844088,2000-10-12,0.11193946179639847,-56.906190163999945,-4.4521221669999935,-3.9316449429999984,-0.40205573565923736,-0.9871119304997507,0.6606630975669529,-7.036700494402538,0.5834279999982046,-6.214072059247808,23.932287706,42.45307738200002,34.727813677,13.627148950277217,25.264350083777185,5.0399898054911505,11.108211285817017,4.1228536950272705,9.086829873373436
163,2000-10-13,0.8608166666666669,-0.008846011,0.001226124,-0.004087893999999999,-0.004087893999999999,-0.006155441999999999,-0.008758319,2000-10-13,0.11299168256602964,-57.873992376999944,-3.7527092519999936,-3.3139971889999984,-1.3484359624270255,-1.0133301033690572,1.2926536344811264,-6.785228886633503,1.1415354174098937,-5.991998845682566,23.689040735,42.60077437200002,34.848633977,13.25229348673553,25.207649205835317,5.132483724052915,11.129642591735806,4.198516326875814,9.104361285639328
164,2000-10-16,0.8520416666666666,-0.005568712,0.0060043250000000005,-0.002573444,-0.0028566980000000004,-0.007628289000000001,-0.005579536999999999,2000-10-16,0.11329423001623183,-57.873992376999944,-3.707647906999994,-3.2742037589999984,-1.287502599507686,-1.0829856838127085,1.1512649857877197,-6.092950751568955,1.0166758687103135,-5.380651777482077,23.689040735,42.675391392000016,34.909672802,12.870053951422129,25.020869688756427,5.047358841319557,11.176433094759027,4.128881773653459,9.142637235889708
165,2000-10-17,0.8510791666666667,0.00422333,9.796500000000003e-05,0.0019516899999999998,-1.460399999999986e-05,0.005621264000000001,0.002063161,2000-10-17,0.11242672472733245,-58.10417407599994,-3.541299812999994,-3.1273026589999984,-1.493916624753183,-1.1127447090782354,1.2570090992679357,-5.8744798215649,1.110057922040656,-5.187721283533475,23.882334332,42.558025563000015,34.813664246,12.936165578030664,24.96137373311693,4.880548081312781,11.182563599008642,3.9924258706597167,9.147652161163421
166,2000-10-18,0.8485062499999999,-0.019684394,0.0017110930000000001,-0.009096493,0.000992723,-0.019498755,0.011855721,2000-10-18,0.11783986625810068,-58.81059788799994,-2.867220321999994,-2.5320267149999984,-2.1633944076020484,-1.1693299666523842,1.859869616437456,-5.6383811398042365,1.6424407763284818,-4.979223817581431,23.860316124,42.40448571200002,34.688064321,12.789435511394665,24.89830019086117,4.681643448753129,11.17963311111166,3.829716275896585,9.14525493951238
167,2000-10-19,0.8402041666666665,0.00583335,-0.005390287,0.002156553,0.0017971270000000001,0.008175711,0.005520494,2000-10-19,0.11694090932245402,-62.18785935399994,-2.004486195999994,-1.7701508859999984,-5.438723883354113,-1.3594138891984286,2.6373911884047985,-5.377962831507484,2.329065860814269,-4.749249821303277,23.638462447000002,40.96280670700002,33.508730267,12.44917965019737,24.823760104288255,3.2237333632839933,11.11599356433042,2.6371047406420667,9.093195996851925
