,index,spot_v_HF,spot_v_MF,spot_v_LF,HF_ema_diff,MF_ema_diff,LF_ema_diff,LDN,NY,Asia,target,Date,CCY,logret
82389,99889,-0.02882735918239267,0.2483692613999228,-0.5643659357414145,0.5053222871857069,-0.15256082869547236,-1.2243491490297458,0.0,0.0,1,0.039691850714961945,2015-12-16 01:00:00,1.09345,4.5727873433307205e-05
82390,99890,0.13401911997906787,0.27831670784312984,-0.5493737044383277,0.5077692702163797,-0.15137682673011352,-1.223966892614424,0.0,0.0,1,-0.19845281920733326,2015-12-16 02:00:00,1.09425,0.0007313617366725285
82391,99891,0.1560665622322471,0.2816165645195963,-0.5473311424819528,0.5110157639385867,-0.15018405536978124,-1.2235828733216718,0.0,0.0,1,0.6745224929991438,2015-12-16 03:00:00,1.09435,9.138261908944734e-05
82392,99892,0.06507547317494664,0.26215104297632263,-0.5563789996887568,0.5039077244647608,-0.14908116561782522,-1.2232090372836062,0.0,0.0,1,0.15847910302214657,2015-12-16 04:00:00,1.09385,-0.00045699662617845754
82393,99893,0.02639621259185254,0.25223075134452677,-0.5607999971724761,0.4928554649107612,-0.14802631008495157,-1.222840388531364,0.0,0.0,1,-0.31731661281335305,2015-12-16 05:00:00,1.0936,-0.00022857665417592987
82394,99894,0.1857412326849118,0.282178886443642,-0.545808820179411,0.4978354834108429,-0.1468465381308975,-1.2224560176951502,0.0,0.0,1,-0.6347161388744925,2015-12-16 06:00:00,1.0944,0.0007312614585463229
82395,99895,0.24191263614200803,0.29306599081189083,-0.540070592751171,0.5068589912658119,-0.14562510419591557,-1.2220659079640022,1.0,0.0,0,-0.31793252776103476,2015-12-16 07:00:00,1.0947,0.000274085242225608
82396,99896,0.08979839549273927,0.2621911439211513,-0.5546688400271301,0.49901801540097557,-0.14454312994439122,-1.2216919636553476,1.0,0.0,0,-1.6592329974348172,2015-12-16 08:00:00,1.0939,-0.0007310609847664408
82397,99897,0.11513620800120088,0.2655572080192428,-0.5526213430630141,0.4937914155102931,-0.1434515182241283,-1.2213162412020406,1.0,0.0,0,0.11961137762741939,2015-12-16 09:00:00,1.094,9.141185618137536e-05
82398,99898,-0.22498992623252612,0.19493841879044324,-0.5866189382448226,0.45494668969679647,-0.14267079787623835,-1.2209775516041321,1.0,0.0,0,0.07974477443094305,2015-12-16 10:00:00,1.09215,-0.0016924734730968671
