level_0,index,spot_v_HF,spot_v_MF,spot_v_LF,HF_ema_diff,MF_ema_diff,LF_ema_diff,LDN,NY,Asia,target,Date,CCY,logret,Predictions,erf_signal,scaled_signal,scaled_signal_erf,strat_returns,strat_returns_sum,strat_returns_erf,strat_returns_sum_erf
93167,110667,0.10016246701408892,1.6121852841982467,2.27182096688855,0.2013456706967451,2.008766665966683,2.7639391281899703,0.0,0.0,1,0.0005038206505094439,2017-09-05 03:00:00,1.1898,-0.00016808135176976655,1.0,0.4621171572600098,,,,,,
93168,110668,0.24482900163284818,1.6404389318261312,2.289337923442678,0.21303124677282248,2.008324686396935,2.764260841559416,0.0,0.0,1,0.0002519208981705029,2017-09-05 04:00:00,1.1906,0.000672155965484561,-1.0,-0.4621171572600098,,,,,,
93169,110669,0.2535767284429443,1.6427100258296718,2.290665616382391,0.22417527260636289,2.0078957504448534,2.7645840771996437,0.0,0.0,1,0.0006717044752972451,2017-09-05 05:00:00,1.1907,8.398773783963032e-05,-1.0,-0.4621171572600098,,,,,,
93170,110670,0.22593676189325906,1.6375767682666564,2.2873734769604472,0.23127282725789441,2.0074456270654966,2.7649014336188964,0.0,0.0,1,0.0017624107620882218,2017-09-05 06:00:00,1.1906,-8.398773783963032e-05,-1.0,-0.4621171572600098,,,,,,
93171,110671,0.2003942108095026,1.6324597585988005,2.284085159029261,0.23501983516891758,2.00697451534947,2.7652129242375354,1.0,0.0,0,0.0015949636119921046,2017-09-05 07:00:00,1.1905,-8.399479237244933e-05,1.0,0.4621171572600098,,,,,,
93172,110672,0.1585060954156226,1.6236616938544504,2.278491960771435,0.23420501648100772,2.0064655626734593,2.7655148623181827,1.0,0.0,0,0.004619333792487638,2017-09-05 08:00:00,1.1903,-0.00016801075308336966,1.0,0.4621171572600098,,,,,,
93173,110673,-0.2802619658459245,1.5335555703788415,2.222128006627274,0.1902330453597372,2.0055440004218594,2.7657259460829575,1.0,0.0,0,0.004951959424732037,2017-09-05 09:00:00,1.1879,-0.0020183338783401057,1.0,0.4621171572600098,,,,,,
93174,110674,-0.14779997514121557,1.5546575956167243,2.235067449094084,0.1644487724922876,2.0047251182431967,2.7659573152551427,1.0,0.0,0,0.0044506098572438015,2017-09-05 10:00:00,1.1885,0.0005049655047546231,1.0,0.4621171572600098,,,,,,
93175,110675,-0.18837265054928518,1.5424163310060197,2.2272235514882506,0.13759643774738195,2.0038545440652427,2.7661756522390184,1.0,0.0,0,0.0026020915340949392,2017-09-05 11:00:00,1.1882,-0.00025245087860753523,1.0,0.4621171572600098,,,,,,
93176,110676,0.1176524155538144,1.6004476567421164,2.2632255083276926,0.14393215103468537,2.003256628458738,2.7664512037004756,1.0,0.0,0,0.003610263776094417,2017-09-05 12:00:00,1.1898,0.0013456688321642762,1.0,0.4621171572600098,,,,,,
93177,110677,-0.04973583476733162,1.5658753324695747,2.241514241821318,0.13287202972200227,2.002502734173652,2.7666914647013163,0.5,0.5,0,0.0026014364521993773,2017-09-05 13:00:00,1.1889,-0.0007567158893062031,1.0,0.4621171572600098,,,,,,
93178,110678,0.1746010218098067,1.6090345295264386,2.2682635097662147,0.14508175559293737,2.001952220157955,2.7669740834087078,0.5,0.5,0,0.0030234338979971166,2017-09-05 14:00:00,1.1901,0.0010088273238950396,1.0,0.4621171572600098,,,,,,
93179,110679,-0.050821979679322,1.5633473516966303,2.23963428782982,0.13349351106746102,2.001194205515023,2.7672103247198376,0.5,0.5,0,0.0017603424638844324,2017-09-05 15:00:00,1.1889,-0.0010088273238950396,1.0,0.4621171572600098,,,,,,
93180,110680,0.5006184479080207,1.6730261178356036,2.307881307303664,0.17750079047061681,2.0009462939966864,2.7675553800542665,0.5,0.5,0,0.0024315611695396346,2017-09-05 16:00:00,1.1919,0.002520162624163852,1.0,0.4621171572600098,,,,,,
93181,110681,0.34647370243178743,1.6456065061775194,2.290741987544963,0.20104538294200447,2.00057335891452,2.7678723573609236,0.5,0.5,0,0.0020142684107894195,2017-09-05 17:00:00,1.1912,-0.0005874701188636478,1.0,0.4621171572600098,,,,,,
93182,110682,0.16697288002936825,1.610889095624989,2.2690183373854387,0.2040906146539308,2.000042455241234,2.768153983289771,0.0,1.0,0,0.001889605634793349,2017-09-05 18:00:00,1.1903,-0.000755826195965259,1.0,0.4621171572600098,,,,,,
93183,110683,0.03545277538679966,1.5836769946992444,2.2519282711993704,0.19379664861300772,1.9993891330401523,2.7684077138810386,0.0,1.0,0,-0.0005874208199795031,2017-09-05 19:00:00,1.1896,-0.0005882600278886986,1.0,0.4621171572600098,,,,,,
93184,110684,0.47504338210422226,1.6710873473729166,2.3062949305219926,0.2280288570919036,1.9991425725028018,2.768747998753727,0.0,1.0,0,-0.0003356549498660902,2017-09-05 20:00:00,1.192,0.0020154524793497,-1.0,-0.4621171572600098,,,,,,
93185,110685,0.4337598005171006,1.6658422845094083,2.3029928047872117,0.2541710339584717,1.9988732096215664,2.7690823810708656,0.0,1.0,0,0.00020980634950979208,2017-09-05 21:00:00,1.1919,-8.38961366320945e-05,-1.0,-0.4621171572600098,,,,,,
93186,110686,0.3326795538708141,1.6476851509031574,2.29163231464532,0.26732763112447183,1.9985216460735937,2.769397970241123,0.0,1.0,0,0.0005873468871654161,2017-09-05 22:00:00,1.19145,-0.00037761974141223287,1.0,0.4621171572600098,,,,,,
