,spot_v_HF,spot_v_MF,spot_v_LF,HF_ema_diff,MF_ema_diff,LF_ema_diff,LDN,NY,Asia,target,Date,CCY,logret
2606,-2.1937094073080123,-0.11251690750887257,1.120355170164714,-2.4398263478818913,1.4813049565689274,2.57963045467084,0.0,1.0,0,0.0033944683953834095,2003-03-19 18:00:00,1.05875,-0.0001416664701444914
2607,-2.1414372254399345,-0.11020692468947656,1.1201122342277057,-2.4502933286106656,1.4758599173265257,2.578271133486728,0.0,1.0,0,0.004815873330374474,2003-03-19 19:00:00,1.05875,0.0
2608,-2.5544869210403185,-0.20904048711928022,1.0643696454370062,-2.5004353283535425,1.4699729956758099,2.576836542298944,0.0,1.0,0,0.004815873330374474,2003-03-19 20:00:00,1.05645,-0.002174736106735284
2609,-2.4812410193562218,-0.20646050110774522,1.0641680003781024,-2.5377264343668697,1.464130957901413,2.5754039051371467,0.0,1.0,0,0.004722335938660191,2003-03-19 21:00:00,1.05645,0.0
2610,-2.4442958198841778,-0.21049546740072278,1.0603467781955571,-2.567320343743749,1.4583019412567824,2.5739681960953003,0.0,1.0,0,0.004722335938660191,2003-03-19 22:00:00,1.0563,-0.00014199503041240763
2611,-2.3807840722636513,-0.20792401494854526,1.060149307658169,-2.587559252696088,1.452517310617178,2.57253443963008,0.0,0.0,1,0.0017932992064062497,2003-03-19 23:00:00,1.0563,0.0
2612,-1.8708148940257379,-0.10644401397204023,1.1142402615087548,-2.55559663968996,1.4472489347222806,2.5711779333812443,0.0,0.0,1,0.0017932992064062497,2003-03-20 00:00:00,1.05855,0.002127811285832504
2613,-1.8436421516018138,-0.10422149926349349,1.1140001868580862,-2.525100146358777,1.4420200031178578,2.5698231822164335,0.0,0.0,1,0.002171451004292361,2003-03-20 01:00:00,1.05855,0.0
2614,-1.91711137973371,-0.12400058327097045,1.1016965115367474,-2.5057406173090584,1.4367252483436024,2.568453454543991,0.0,0.0,1,0.002171451004292361,2003-03-20 02:00:00,1.05805,-0.0004724558341687377
2615,-1.8846429963332685,-0.12174386624710512,1.1014656541155172,-2.485721594892392,1.4314702128411032,2.5670855168763462,0.0,0.0,1,0.002642383456025762,2003-03-20 03:00:00,1.05805,0.0
2616,-1.8132281904738052,-0.11071098194920022,1.1060598435696942,-2.461243889984375,1.4262965366956635,2.5657260545275635,0.0,0.0,1,0.002642383456025762,2003-03-20 04:00:00,1.05825,0.0001890091202526936
2617,-1.7854070938428013,-0.10851700429008641,1.1058249370146795,-2.4370807156919225,1.421161544874974,2.564368358246884,0.0,0.0,1,0.0012266466908897097,2003-03-20 05:00:00,1.05825,0.0
2618,-1.5778298952052283,-0.06676811279423225,1.1273020675344876,-2.3954514581840707,1.416253781477187,2.563042514592871,0.0,0.0,1,0.0012266466908897097,2003-03-20 06:00:00,1.05915,0.000850099229432584
2619,-1.5622609173723254,-0.06473256796341006,1.127049860624591,-2.3572577616989254,1.4113823804782828,2.5617183546144986,1.0,0.0,0,-0.0021190938211763603,2003-03-20 07:00:00,1.05915,0.0
2620,-0.7941533602985323,0.10217171833755981,1.217259360338164,-2.2479500847205096,1.4073339488244963,2.560521208302408,1.0,0.0,0,-0.0021190938211763603,2003-03-20 08:00:00,1.0629,0.0035343219090703815
2621,-0.8226957831997618,0.10366507929432914,1.2169361419225275,-2.154199982740898,1.4033142709525106,2.559325421031114,1.0,0.0,0,-0.00221692975399357,2003-03-20 09:00:00,1.0629,0.0
2622,-1.1862474586639782,0.030397462087702495,1.175606314928051,-2.106984381418604,1.3989663926814209,2.5580741915580085,1.0,0.0,0,-0.00221692975399357,2003-03-20 10:00:00,1.0612,-0.0016006782759514435
2623,-1.1835336963932372,0.0321070915437244,1.175317190539766,-2.0646814449019364,1.3946499455318517,2.556824453737384,1.0,0.0,0,-0.004529377877898264,2003-03-20 11:00:00,1.0612,0.0
2624,-0.9887206716211115,0.07557400064285713,1.1979420814434902,-2.007757546865449,1.3905640005407098,2.5556079345157565,1.0,0.0,0,-0.004529377877898264,2003-03-20 12:00:00,1.06215,0.0008948125023080651
2625,-0.9945007154191979,0.07712866321169136,1.197635247190356,-1.9576166342826045,1.386507190083865,2.5543928195129246,0.5,0.5,0,-0.004437737431111493,2003-03-20 13:00:00,1.06215,0.0
2626,-1.1381420013299375,0.04789157076709452,1.1804454907858422,-1.9269637357504188,1.3823324044851872,2.5531557340751636,0.5,0.5,0,-0.004437737431111493,2003-03-20 14:00:00,1.06145,-0.0006592578878817229
2627,-1.130899414695989,0.04951187666442576,1.1801511312306563,-1.8986231385057302,1.3781875879947618,2.551920109200379,0.5,0.5,0,-0.006899838337778791,2003-03-20 15:00:00,1.06145,0.0
2628,-1.0828394008419446,0.05991285451265166,1.1846801253121486,-1.8682921030915012,1.3741144528935954,2.550692617596409,0.5,0.5,0,-0.006899838337778791,2003-03-20 16:00:00,1.06165,0.000188403749791885
2629,-1.0768484412832962,0.06150743631500258,1.184389742331279,-1.840332322122931,1.3700703673067993,2.549466547213636,0.5,0.5,0,-0.010027991891017394,2003-03-20 17:00:00,1.06165,0.0
2630,-0.92965661748095,0.09386801536805027,1.200979875838387,-1.8005704101688467,1.366201949007719,2.548265251885605,0.0,1.0,0,-0.010027991891017394,2003-03-20 18:00:00,1.06235,0.0006591337338448869
2631,-0.930632609945196,0.09533821941568905,1.2006749005085557,-1.7649456941258388,1.3623608067847301,2.547065315355161,0.0,1.0,0,-0.00803938880241119,2003-03-20 19:00:00,1.06235,0.0
2632,-1.0905838910349892,0.06162012321267703,1.1810793222890525,-1.7485728464194852,1.3583788909436345,2.54584005100878,0.0,1.0,0,-0.00803938880241119,2003-03-20 20:00:00,1.06155,-0.0007533311717442191
2633,-1.0790571553975965,0.06317104979527405,1.1807883453930441,-1.7323240812511727,1.35442530548391,2.54461621033117,0.0,1.0,0,-0.008183777551212261,2003-03-20 21:00:00,1.06155,0.0
2634,-1.1177862402562155,0.05371674412391532,1.1744694472664754,-1.7211356090211205,1.3504473745066572,2.5433854546675527,0.0,1.0,0,-0.008183777551212261,2003-03-20 22:00:00,1.0613,-0.00023553242212669132
2635,-1.1034183328368847,0.055276692775991586,1.1741832543515864,-1.7092084220299977,1.3464977766307609,2.5421561383373943,0.0,0.0,1,-0.0005659576626093779,2003-03-20 23:00:00,1.0613,0.0
2636,-1.2601022744414665,0.019449281374707424,1.1534036328153452,-1.7134584088016176,1.342397979820894,2.540899925575626,0.0,0.0,1,-0.0005659576626093779,2003-03-21 00:00:00,1.06045,-0.0008012254464214372
2637,-1.236395335357642,0.021108426650334335,1.1531366338315443,-1.7142873728217327,1.3383276246580436,2.539645213242859,0.0,0.0,1,-0.0015100753188084259,2003-03-21 01:00:00,1.06045,0.0
2638,-1.2343505586099697,0.018357275778731624,1.1504587506180501,-1.7142652110270364,1.3342654945497396,2.5383886663514543,0.0,0.0,1,-0.0015100753188084259,2003-03-21 02:00:00,1.06035,-9.430403628262612e-05
2639,-1.2123892275149981,0.02000362030282593,1.1501935213654975,-1.7115676247188305,1.3302325121381544,2.5371336227325068,0.0,0.0,1,-0.0009429070520857889,2003-03-21 03:00:00,1.06035,0.0
2640,-1.0511848021779229,0.05241491174139694,1.1668022457290452,-1.692854758856959,1.3263752616507862,2.535903398032589,0.0,0.0,1,-0.0009429070520857889,2003-03-21 04:00:00,1.06105,0.0006599415719860946
2641,-1.0401229075104128,0.053935921365825416,1.166522159069265,-1.6747676403564487,1.3225453835447158,2.5346746144104366,0.0,0.0,1,0.0001885813970043163,2003-03-21 05:00:00,1.06105,0.0
2642,-1.14953533197556,0.029062240312369526,1.1517792216297764,-1.669064925611777,1.3186168124154027,2.533427289201292,0.0,0.0,1,0.0001885813970043163,2003-03-21 06:00:00,1.06045,-0.0005656375357034685
2643,-1.1312105685777087,0.030640283515868103,1.1515104100476063,-1.6617489618351908,1.3147162849255296,2.5321814502020406,1.0,0.0,0,0.001036562475020928,2003-03-21 07:00:00,1.06045,0.0
2644,-1.0736197142449084,0.04099980238069793,1.156062134165301,-1.6491668853168744,1.3108855160994866,2.530943752454195,1.0,0.0,0,0.001036562475020928,2003-03-21 08:00:00,1.06065,0.00018858139700431154
2645,-1.0594087319896757,0.04252651840553488,1.155789806925483,-1.6362084841802134,1.3070819588253153,2.529707517961012,1.0,0.0,0,0.0055566162937320165,2003-03-21 09:00:00,1.06065,0.0
2646,-1.4071584181229129,-0.03510643592917581,1.112134976516839,-1.6584837503748686,1.3029279009973642,2.5284128434206896,1.0,0.0,0,0.0055566162937320165,2003-03-21 10:00:00,1.05885,-0.0016985142087686533
